Biosample,Accession,Species,Prophage count
SAMN02596923,CP003910.1,Neisseria spp,0
SAMN02603576,CP003967.2,Acinetobacter baumannii,0
SAMN02603576,CP003968.1,Acinetobacter baumannii,0
SAMN02602961,CP004019.1,Bacillus subtilis,2
SAMN02603303,CP004022.1,Proteus spp,3
SAMN02603192,CP004055.1,Pseudomonas aeruginosa,4
SAMN02603669,CP004061.1,Pseudomonas aeruginosa,1
SAMN02604149,CP004063.1,Enterococcus faecium,2
SAMN02604149,CP004064.1,Enterococcus faecium,0
SAMN02603234,CP004066.1,Campylobacter spp,0
SAMN02603234,CP004067.1,Campylobacter spp,0
SAMN02603234,CP004068.1,Campylobacter spp,0
SAMN03081447,CP004081.1,Enterococcus faecalis,2
SAMN02603113,CP004345.1,Morganella morganii,5
SAMN02603719,CP004405.1,Bacillus subtilis,1
SAMN02470701,CP005388.1,Campylobacter spp,0
SAMN02230257,CP005490.3,Helicobacter pylori,0
SAMN02230259,CP005491.3,Helicobacter pylori,0
SAMN02604194,CP005492.3,Helicobacter pylori,0
SAMN02230271,CP005493.3,Helicobacter pylori,0
SAMN02603575,CP005967.1,Haemophilus influenzae,1
SAMN02603909,CP006044.1,Staphylococcus aureus,3
SAMN02603909,CP006045.1,Staphylococcus aureus,0
SAMN01832087,CP006048.1,Salmonella enterica,4
SAMN01832087,CP006050.1,Salmonella enterica,0
SAMN01832087,CP006051.1,Salmonella enterica,0
SAMN01832087,CP006052.1,Salmonella enterica,0
SAMN02603771,CP006245.1,Pseudomonas aeruginosa,0
SAMN02603255,CP006250.1,Serratia spp,1
SAMN02603255,CP006251.1,Serratia spp,0
SAMN02604177,CP006252.1,Serratia spp,2
SAMN02604177,CP006253.1,Serratia spp,0
SAMN02641384,CP006262.1,Escherichia coli,11
SAMN02641384,CP006263.1,Escherichia coli,0
SAMN02641384,CP006264.1,Escherichia coli,0
SAMN02297856,CP006631.1,Salmonella enterica,7
SAMN02603668,CP006648.1,Klebsiella pneumoniae,1
SAMN02316405,CP006685.1,Campylobacter spp,0
SAMN02316408,CP006686.1,Campylobacter spp,0
SAMN02316409,CP006689.1,Campylobacter spp,0
SAMN02603726,CP006709.2,Campylobacter spp,1
SAMN02603726,CP006710.1,Campylobacter spp,0
SAMN02603723,CP006729.2,Campylobacter spp,1
SAMN02603887,CP006784.1,Escherichia coli,7
SAMN02603887,CP006785.1,Escherichia coli,0
SAMN02603887,CP006786.1,Escherichia coli,0
SAMN02603887,CP006787.1,Escherichia coli,0
SAMN02603887,CP006788.1,Escherichia coli,0
SAMN02603887,CP006789.1,Escherichia coli,0
SAMN03081488,CP006820.1,Helicobacter pylori,0
SAMN03081491,CP006823.1,Helicobacter pylori,0
SAMN03081494,CP006826.1,Helicobacter pylori,0
SAMN03081495,CP006827.1,Helicobacter pylori,0
SAMN02376799,CP006851.1,Campylobacter spp,1
SAMN02641385,CP006876.1,Salmonella enterica,2
SAMN02376623,CP006888.1,Helicobacter pylori,0
SAMN03178022,CP006910.1,Streptococcus agalactiae,1
SAMN03081524,CP007041.1,Streptococcus pyogenes,3
SAMN03081531,CP007176.1,Staphylococcus aureus,3
SAMN03081531,CP007177.1,Staphylococcus aureus,0
SAMN03081531,CP007178.1,Staphylococcus aureus,0
SAMN02743854,CP007179.1,Campylobacter spp,0
SAMN02743856,CP007183.1,Campylobacter spp,0
SAMN02630631,CP007189.1,Campylobacter spp,0
SAMN02630634,CP007192.1,Campylobacter spp,0
SAMN02630635,CP007193.1,Campylobacter spp,0
SAMN02712198,CP007235.2,Salmonella enterica,5
SAMN02644974,CP007240.1,Streptococcus pyogenes,0
SAMN02649402,CP007241.1,Streptococcus pyogenes,1
SAMN02384162,CP007261.1,Salmonella enterica,2
SAMN02384316,CP007271.2,Salmonella enterica,2
SAMN02666437,CP007275.1,Escherichia coli,8
SAMN02384193,CP007285.2,Salmonella enterica,2
SAMN02690781,CP007454.1,Staphylococcus aureus,2
SAMN02690781,CP007455.1,Staphylococcus aureus,0
SAMN02595602,CP007470.1,Haemophilus influenzae,2
SAMN02595604,CP007471.1,Haemophilus influenzae,1
SAMN04385793,CP007491.1,Escherichia coli,2
SAMN02709031,CP007524.1,Neisseria spp,2
SAMN02715744,CP007560.1,Streptococcus pyogenes,4
SAMN02715758,CP007561.1,Streptococcus pyogenes,0
SAMN02720890,CP007570.1,Streptococcus agalactiae,1
SAMN05771130,CP007571.1,Streptococcus agalactiae,1
SAMN05771129,CP007572.1,Streptococcus agalactiae,1
SAMN02736809,CP007604.1,Helicobacter pylori,0
SAMN02736818,CP007605.1,Helicobacter pylori,0
SAMN02736816,CP007606.1,Helicobacter pylori,0
SAMN02741687,CP007631.2,Streptococcus agalactiae,2
SAMN02741688,CP007632.1,Streptococcus agalactiae,1
SAMN02741837,CP007634.1,Vibrio cholerae,0
SAMN02741837,CP007636.1,Vibrio cholerae,0
SAMN02595591,CP007668.1,Neisseria spp,0
SAMN02595593,CP007669.1,Moraxella catarrhalis,0
SAMN02800743,CP008695.1,Streptococcus pyogenes,2
SAMN02841094,CP008698.1,Bacillus subtilis,2
SAMN03450976,CP008740.1,Haemophilus influenzae,4
SAMN02866032,CP008776.1,Streptococcus pyogenes,1
SAMN02870719,CP008804.1,Moraxella catarrhalis,0
SAMN02850626,CP008813.1,Streptococcus agalactiae,2
SAMN02894346,CP008869.2,Pseudomonas aeruginosa,4
SAMN02885365,CP008929.1,Klebsiella pneumoniae,1
SAMN02885365,CP008930.1,Klebsiella pneumoniae,0
SAMN02885365,CP008931.1,Klebsiella pneumoniae,0
SAMN02885365,CP008932.1,Klebsiella pneumoniae,0
SAMN02885365,CP008933.1,Klebsiella pneumoniae,0
SAMN02940901,CP009256.1,Acinetobacter baumannii,3
SAMN03020302,CP009418.1,Neisseria spp,1
SAMN03020254,CP009419.1,Neisseria spp,1
SAMN01765628,CP009563.1,Salmonella enterica,0
SAMN03093440,CP009610.1,Haemophilus influenzae,2
SAMN03145713,CP009796.1,Bacillus subtilis,2
SAMN03216762,CP010072.1,Campylobacter spp,2
SAMN03216762,CP010073.1,Campylobacter spp,0
SAMN03216762,CP010074.1,Campylobacter spp,0
SAMN03252419,CP010134.1,Escherichia coli,3
SAMN03252419,CP010135.1,Escherichia coli,1
SAMN03252419,CP010136.1,Escherichia coli,0
SAMN03252420,CP010137.1,Escherichia coli,1
SAMN03252420,CP010138.1,Escherichia coli,0
SAMN03252420,CP010139.1,Escherichia coli,0
SAMN03252434,CP010171.1,Escherichia coli,3
SAMN03252442,CP010191.1,Escherichia coli,5
SAMN03252442,CP010192.1,Escherichia coli,0
SAMN03252442,CP010193.1,Escherichia coli,0
SAMN03252442,CP010194.1,Escherichia coli,0
SAMN03252442,CP010195.1,Escherichia coli,0
SAMN03252448,CP010221.1,Escherichia coli,3
SAMN03252448,CP010222.1,Escherichia coli,0
SAMN03252448,CP010223.1,Escherichia coli,0
SAMN03252448,CP010224.1,Escherichia coli,0
SAMN03252448,CP010225.1,Escherichia coli,0
SAMN03252450,CP010228.1,Escherichia coli,1
SAMN03252454,CP010235.1,Escherichia coli,4
SAMN03252455,CP010236.1,Escherichia coli,5
SAMN01765628,CP010282.1,Salmonella enterica,5
SAMN03251896,CP010300.1,Staphylococcus aureus,2
SAMN03216759,CP010301.1,Campylobacter spp,2
SAMN03216759,CP010302.1,Campylobacter spp,0
SAMN03216759,CP010303.1,Campylobacter spp,0
SAMN03265456,CP010314.1,Bacillus subtilis,2
SAMN03108598,CP010319.1,Streptococcus agalactiae,0
SAMN03067414,CP010374.1,Enterobacter spp,0
SAMN03067414,CP010375.2,Enterobacter spp,0
SAMN03067414,CP010376.2,Enterobacter spp,3
SAMN03067416,CP010377.1,Enterobacter spp,1
SAMN03067416,CP010378.1,Enterobacter spp,0
SAMN03067416,CP010379.1,Enterobacter spp,0
SAMN03268365,CP010436.1,Helicobacter pylori,0
SAMN03274510,CP010450.1,Streptococcus pyogenes,1
SAMN03246048,CP010458.1,Campylobacter spp,1
SAMN03246021,CP010460.1,Campylobacter spp,1
SAMN03246056,CP010466.1,Campylobacter spp,1
SAMN03246025,CP010468.1,Campylobacter spp,0
SAMN03246040,CP010469.1,Campylobacter spp,0
SAMN03246011,CP010470.1,Campylobacter spp,1
SAMN03246049,CP010473.1,Campylobacter spp,1
SAMN03246041,CP010477.1,Campylobacter spp,1
SAMN03246039,CP010480.1,Campylobacter spp,0
SAMN03246009,CP010481.1,Campylobacter spp,1
SAMN03246018,CP010482.1,Campylobacter spp,1
SAMN03246006,CP010487.1,Campylobacter spp,1
SAMN03246046,CP010492.1,Campylobacter spp,1
SAMN03246024,CP010493.1,Campylobacter spp,0
SAMN03246022,CP010494.1,Campylobacter spp,1
SAMN03246012,CP010496.1,Campylobacter spp,1
SAMN03246013,CP010497.1,Campylobacter spp,1
SAMN03246016,CP010503.1,Campylobacter spp,1
SAMN03246020,CP010505.1,Campylobacter spp,1
SAMN03246038,CP010508.1,Campylobacter spp,1
SAMN03246023,CP010511.1,Campylobacter spp,1
SAMN03248305,CP010811.1,Vibrio cholerae,1
SAMN03248306,CP010812.1,Vibrio cholerae,1
SAMN03329971,CP010867.1,Streptococcus agalactiae,1
SAMN03331945,CP010874.1,Streptococcus agalactiae,0
SAMN03331944,CP010875.1,Streptococcus agalactiae,0
SAMN03344735,CP010906.1,Campylobacter spp,0
SAMN03381357,CP011015.1,Campylobacter spp,0
SAMN03381357,CP011016.1,Campylobacter spp,0
SAMN03381357,CP011017.1,Campylobacter spp,0
SAMN02580208,CP011061.1,Escherichia coli,3
SAMN02580208,CP011062.1,Escherichia coli,0
SAMN02580208,CP011063.1,Escherichia coli,0
SAMN02580208,CP011064.1,Escherichia coli,0
SAMN02580208,CP011065.1,Escherichia coli,0
SAMN02580208,CP011066.1,Escherichia coli,0
SAMN02580208,CP011067.1,Escherichia coli,0
SAMN03418290,CP011069.1,Streptococcus pyogenes,1
SAMN03371464,CP011289.1,Salmonella enterica,0
SAMN03371464,CP011290.1,Salmonella enterica,0
SAMN03371464,CP011291.1,Salmonella enterica,0
SAMN03371465,CP011292.1,Salmonella enterica,0
SAMN03371465,CP011293.1,Salmonella enterica,0
SAMN03371465,CP011294.1,Salmonella enterica,0
SAMN03481691,CP011303.1,Serratia spp,2
SAMN03389320,CP011317.1,Pseudomonas aeruginosa,8
SAMN02992126,CP011325.1,Streptococcus agalactiae,1
SAMN02991570,CP011329.1,Streptococcus agalactiae,1
SAMN03487572,CP011330.1,Helicobacter pylori,0
SAMN02404590,CP011343.2,Escherichia coli,0
SAMN03610013,CP011414.1,Streptococcus pyogenes,1
SAMN03610015,CP011415.1,Streptococcus pyogenes,1
SAMN02731779,CP011482.1,Helicobacter pylori,0
SAMN02731778,CP011483.1,Helicobacter pylori,0
SAMN02731784,CP011486.1,Helicobacter pylori,0
SAMN03699895,CP011528.1,Staphylococcus aureus,2
SAMN03699895,CP011529.1,Staphylococcus aureus,0
SAMN03701301,CP011534.1,Bacillus subtilis,1
SAMN03733748,CP011569.1,Enterobacter spp,0
SAMN03733748,CP011570.1,Enterobacter spp,0
SAMN03733748,CP011571.1,Enterobacter spp,0
SAMN03733748,CP011572.1,Enterobacter spp,4
SAMN03733769,CP011579.1,Enterobacter spp,0
SAMN03733769,CP011580.1,Enterobacter spp,0
SAMN03733769,CP011581.1,Enterobacter spp,4
SAMN03733741,CP011603.1,Citrobacter spp,0
SAMN03733741,CP011604.1,Citrobacter spp,0
SAMN03733741,CP011605.1,Citrobacter spp,0
SAMN03733741,CP011606.1,Citrobacter spp,0
SAMN03733741,CP011607.1,Citrobacter spp,0
SAMN03733741,CP011608.1,Citrobacter spp,0
SAMN03733741,CP011609.1,Citrobacter spp,0
SAMN03733741,CP011610.1,Citrobacter spp,0
SAMN03733741,CP011611.1,Citrobacter spp,0
SAMN03733741,CP011612.1,Citrobacter spp,3
SAMN03733805,CP011637.1,Serratia spp,0
SAMN03733805,CP011638.1,Serratia spp,0
SAMN03733805,CP011639.1,Serratia spp,0
SAMN03733805,CP011640.1,Serratia spp,0
SAMN03733805,CP011641.1,Serratia spp,0
SAMN03733805,CP011642.1,Serratia spp,4
SAMN03733754,CP011651.1,Citrobacter spp,0
SAMN03733754,CP011652.1,Citrobacter spp,0
SAMN03733754,CP011653.1,Citrobacter spp,0
SAMN03733754,CP011654.1,Citrobacter spp,0
SAMN03733754,CP011655.1,Citrobacter spp,0
SAMN03733754,CP011656.1,Citrobacter spp,0
SAMN03733754,CP011657.1,Citrobacter spp,4
SAMN03733727,CP011658.1,Enterobacter spp,0
SAMN03733727,CP011659.1,Enterobacter spp,0
SAMN03733727,CP011660.1,Enterobacter spp,0
SAMN03733727,CP011662.1,Enterobacter spp,4
SAMN03339922,CP011828.1,Enterococcus faecium,0
SAMN03339922,CP011829.1,Enterococcus faecium,0
SAMN03339922,CP011830.1,Enterococcus faecium,0
SAMN03339922,CP011831.1,Enterococcus faecium,0
SAMN03328998,CP011942.1,Salmonella enterica,2
SAMN03328998,CP011943.1,Salmonella enterica,0
SAMN03328998,CP011944.1,Salmonella enterica,0
SAMN03328998,CP011945.1,Salmonella enterica,0
SAMN03817043,CP012004.1,Acinetobacter baumannii,3
SAMN03817043,CP012005.1,Acinetobacter baumannii,0
SAMN03459415,CP012026.1,Neisseria spp,1
SAMN03459417,CP012028.1,Neisseria spp,1
SAMN03841798,CP012097.1,Serratia spp,2
SAMN03787340,CP012120.2,Staphylococcus aureus,2
SAMN03787340,CP012121.2,Staphylococcus aureus,0
SAMN03838469,CP012149.1,Campylobacter spp,0
SAMN03067414,CP012170.1,Enterobacter spp,0
SAMN05831973,CP012205.1,Campylobacter spp,0
SAMN05831983,CP012214.1,Campylobacter spp,0
SAMN05831981,CP012215.1,Campylobacter spp,1
SAMN05831990,CP012220.1,Campylobacter spp,0
SAMN05831991,CP012221.1,Campylobacter spp,1
SAMN05831965,CP012222.1,Campylobacter spp,0
SAMN05831967,CP012227.1,Campylobacter spp,0
SAMN05831980,CP012230.1,Campylobacter spp,0
SAMN05831986,CP012237.1,Campylobacter spp,0
SAMN05831982,CP012241.1,Campylobacter spp,0
SAMN05831993,CP012242.1,Campylobacter spp,0
SAMN05831975,CP012243.1,Campylobacter spp,1
SAMN05831979,CP012250.1,Campylobacter spp,1
SAMN03944749,CP012391.1,Neisseria spp,0
SAMN03944748,CP012392.1,Neisseria spp,1
SAMN03944751,CP012394.1,Neisseria spp,2
SAMN04002524,CP012419.2,Streptococcus agalactiae,0
SAMN03988632,CP012430.1,Enterococcus faecium,1
SAMN03988632,CP012431.1,Enterococcus faecium,0
SAMN03988632,CP012432.1,Enterococcus faecium,0
SAMN03988632,CP012433.1,Enterococcus faecium,0
SAMN03988632,CP012434.1,Enterococcus faecium,0
SAMN03988632,CP012435.1,Enterococcus faecium,0
SAMN03988624,CP012460.1,Enterococcus faecium,1
SAMN03988624,CP012461.1,Enterococcus faecium,0
SAMN03988624,CP012462.1,Enterococcus faecium,0
SAMN03988624,CP012463.1,Enterococcus faecium,0
SAMN03988624,CP012464.1,Enterococcus faecium,0
SAMN02808332,CP012497.1,Escherichia coli,0
SAMN02808332,CP012498.1,Escherichia coli,0
SAMN04007152,CP012503.1,Streptococcus agalactiae,2
SAMN04009964,CP012522.1,Enterococcus faecium,2
SAMN04910061,CP012579.1,Pseudomonas aeruginosa,5
SAMN04914386,CP012582.1,Pseudomonas aeruginosa,5
SAMN04018777,CP012587.1,Acinetobacter baumannii,0
SAMN04029108,CP012639.1,Serratia spp,2
SAMN03968924,CP012674.1,Proteus spp,0
SAMN03968923,CP012675.1,Proteus spp,0
SAMN03652743,CP012690.1,Campylobacter spp,1
SAMN04023208,CP012694.1,Neisseria spp,1
SAMN03203488,CP012869.1,Escherichia coli,0
SAMN04029125,CP012952.1,Acinetobacter baumannii,3
SAMN04029125,CP012953.1,Acinetobacter baumannii,0
SAMN04029125,CP012954.1,Acinetobacter baumannii,0
SAMN04029125,CP012955.1,Acinetobacter baumannii,0
SAMN04029125,CP012956.1,Acinetobacter baumannii,0
SAMN05831984,CP012957.1,Campylobacter spp,0
SAMN03104885,CP012997.1,Vibrio cholerae,1
SAMN03104885,CP012998.1,Vibrio cholerae,1
SAMN04201208,CP013009.1,Enterococcus faecium,2
SAMN04201208,CP013010.1,Enterococcus faecium,0
SAMN04168691,CP013013.1,Vibrio cholerae,1
SAMN04168691,CP013014.1,Vibrio cholerae,1
SAMN04111187,CP013202.1,Streptococcus agalactiae,1
SAMN04256432,CP013301.1,Vibrio cholerae,1
SAMN04256432,CP013302.1,Vibrio cholerae,0
SAMN04256434,CP013303.1,Vibrio cholerae,1
SAMN04256434,CP013304.1,Vibrio cholerae,0
SAMN04256433,CP013305.1,Vibrio cholerae,1
SAMN04256433,CP013306.1,Vibrio cholerae,0
SAMN04256436,CP013307.1,Vibrio cholerae,1
SAMN04256436,CP013308.1,Vibrio cholerae,0
SAMN04256439,CP013309.1,Vibrio cholerae,1
SAMN04256439,CP013310.1,Vibrio cholerae,0
SAMN04256440,CP013311.1,Vibrio cholerae,0
SAMN04256440,CP013312.1,Vibrio cholerae,1
SAMN04256431,CP013313.1,Vibrio cholerae,1
SAMN04256431,CP013314.1,Vibrio cholerae,0
SAMN04256435,CP013315.1,Vibrio cholerae,0
SAMN04256435,CP013316.1,Vibrio cholerae,0
SAMN04256437,CP013317.1,Vibrio cholerae,1
SAMN04256437,CP013318.1,Vibrio cholerae,1
SAMN04256438,CP013319.1,Vibrio cholerae,1
SAMN04256438,CP013320.1,Vibrio cholerae,0
SAMN03775331,CP013839.1,Streptococcus pyogenes,0
SAMN03161558,CP013840.1,Streptococcus pyogenes,0
SAMN04376007,CP013908.1,Streptococcus agalactiae,1
SAMN04219574,CP013953.1,Staphylococcus aureus,2
SAMN04219574,CP013954.1,Staphylococcus aureus,0
SAMN03955396,CP013955.1,Staphylococcus aureus,2
SAMN03955396,CP013956.1,Staphylococcus aureus,0
SAMN04418075,CP013994.1,Enterococcus faecium,3
SAMN04418075,CP013995.1,Enterococcus faecium,0
SAMN04418075,CP013996.1,Enterococcus faecium,0
SAMN03996271,CP014017.2,Serratia spp,1
SAMN03996316,CP014026.2,Morganella morganii,5
SAMN03996295,CP014027.2,Streptococcus pyogenes,1
SAMN04420251,CP014166.1,Bacillus subtilis,2
SAMN04455262,CP014344.1,Campylobacter spp,0
SAMN04455262,CP014345.1,Campylobacter spp,0
SAMN04497615,CP014435.1,Staphylococcus aureus,3
SAMN04497615,CP014436.1,Staphylococcus aureus,0
SAMN04497615,CP014437.1,Staphylococcus aureus,0
SAMN04497618,CP014444.1,Staphylococcus aureus,3
SAMN04497618,CP014445.1,Staphylococcus aureus,0
SAMN04497618,CP014446.1,Staphylococcus aureus,0
SAMN04497618,CP014447.1,Staphylococcus aureus,0
SAMN04497618,CP014448.1,Staphylococcus aureus,0
SAMN04437026,CP014471.1,Bacillus subtilis,4
SAMN04437026,CP014472.1,Bacillus subtilis,0
SAMN04437026,CP014473.1,Bacillus subtilis,0
SAMN04045274,CP014529.1,Enterococcus faecium,2
SAMN04045274,CP014530.1,Enterococcus faecium,0
SAMN04045274,CP014531.1,Enterococcus faecium,0
SAMN04045274,CP014532.1,Enterococcus faecium,0
SAMN04045274,CP014533.1,Enterococcus faecium,0
SAMN04045274,CP014534.1,Enterococcus faecium,0
SAMN04045274,CP014535.1,Enterococcus faecium,0
SAMN04500791,CP014542.1,Streptococcus pyogenes,4
SAMN02716860,CP014661.1,Salmonella enterica,3
SAMN02716860,CP014662.1,Salmonella enterica,0
SAMN02716849,CP014663.2,Salmonella enterica,5
SAMN04545451,CP014742.1,Campylobacter spp,1
SAMN04545451,CP014743.1,Campylobacter spp,0
SAMN04585513,CP014949.1,Enterococcus faecalis,0
SAMN02716863,CP014982.2,Salmonella enterica,7
SAMN04455104,CP015001.1,Pseudomonas aeruginosa,4
SAMN04455162,CP015003.1,Pseudomonas aeruginosa,9
SAMN04585399,CP015004.1,Bacillus subtilis,2
SAMN04202540,CP015020.1,Escherichia coli,11
SAMN04202540,CP015021.1,Escherichia coli,0
SAMN04590096,CP015069.1,Escherichia coli,1
SAMN04590096,CP015070.1,Escherichia coli,0
SAMN04590096,CP015071.1,Escherichia coli,0
SAMN04590096,CP015072.1,Escherichia coli,0
SAMN04590096,CP015073.1,Escherichia coli,0
SAMN03764478,CP015222.1,Bacillus subtilis,4
SAMN03764478,CP015223.1,Bacillus subtilis,0
SAMN02808332,CP015229.1,Escherichia coli,8
SAMN04849770,CP015347.1,Proteus spp,6
SAMN04621616,CP015410.2,Enterococcus faecalis,0
SAMN02470939,CP015877.1,Pseudomonas aeruginosa,0
SAMN04859054,CP015883.1,Enterococcus faecalis,0
SAMN04859054,CP015884.1,Enterococcus faecalis,0
SAMN04859054,CP015885.1,Enterococcus faecalis,0
SAMN04321475,CP015886.1,Neisseria spp,0
SAMN05150066,CP015975.1,Bacillus subtilis,0
SAMN04233132,CP016015.1,Neisseria spp,1
SAMN05210135,CP016016.1,Neisseria spp,1
SAMN03988630,CP016163.1,Enterococcus faecium,1
SAMN03988630,CP016164.1,Enterococcus faecium,0
SAMN03988630,CP016165.1,Enterococcus faecium,0
SAMN03988630,CP016166.1,Enterococcus faecium,0
SAMN03988630,CP016167.1,Enterococcus faecium,0
SAMN03988630,CP016168.1,Enterococcus faecium,0
SAMN03988630,CP016169.1,Enterococcus faecium,0
SAMN04096369,CP016298.1,Acinetobacter baumannii,2
SAMN04096369,CP016299.1,Acinetobacter baumannii,1
SAMN02943003,CP016324.1,Vibrio cholerae,1
SAMN02943003,CP016325.1,Vibrio cholerae,0
SAMN05187216,CP016391.1,Streptococcus agalactiae,0
SAMN04334633,CP016504.1,Salmonella enterica,3
SAMN04334633,CP016505.1,Salmonella enterica,0
SAMN04334633,CP016506.1,Salmonella enterica,0
SAMN05277890,CP016563.1,Salmonella enterica,3
SAMN05277890,CP016564.1,Salmonella enterica,0
SAMN04883365,CP016644.1,Neisseria spp,1
SAMN04883372,CP016645.1,Neisseria spp,1
SAMN04883393,CP016646.1,Neisseria spp,1
SAMN04883361,CP016650.1,Neisseria spp,1
SAMN04883450,CP016651.1,Neisseria spp,1
SAMN04883369,CP016652.1,Neisseria spp,1
SAMN04883381,CP016653.1,Neisseria spp,1
SAMN04883384,CP016656.1,Neisseria spp,1
SAMN04883379,CP016657.1,Neisseria spp,1
SAMN04883389,CP016659.1,Neisseria spp,1
SAMN04883377,CP016663.1,Neisseria spp,1
SAMN04883441,CP016666.1,Neisseria spp,1
SAMN04883452,CP016667.1,Neisseria spp,1
SAMN04883448,CP016668.1,Neisseria spp,1
SAMN04883421,CP016670.1,Neisseria spp,1
SAMN04883395,CP016672.1,Neisseria spp,1
SAMN04883373,CP016674.1,Neisseria spp,1
SAMN04883439,CP016677.1,Neisseria spp,1
SAMN04883430,CP016678.1,Neisseria spp,1
SAMN04883378,CP016679.1,Neisseria spp,1
SAMN04883375,CP016683.1,Neisseria spp,1
SAMN05464624,CP016762.1,Citrobacter spp,6
SAMN05464624,CP016763.1,Citrobacter spp,0
SAMN05464624,CP016764.1,Citrobacter spp,0
SAMN05464624,CP016765.1,Citrobacter spp,0
SAMN04966150,CP016854.2,Staphylococcus aureus,0
SAMN04966150,CP016855.2,Staphylococcus aureus,2
SAMN05570461,CP016952.1,Citrobacter spp,3
SAMN05567318,CP016987.1,Vibrio cholerae,0
SAMN05567318,CP016988.1,Vibrio cholerae,0
SAMN05544802,CP017029.1,Campylobacter spp,0
SAMN05544802,CP017030.1,Campylobacter spp,0
SAMN03380192,CP017032.1,Campylobacter spp,1
SAMN05570461,CP017058.1,Citrobacter spp,0
SAMN05570461,CP017059.1,Citrobacter spp,0
SAMN05715221,CP017082.1,Proteus spp,2
SAMN05715221,CP017083.1,Proteus spp,0
SAMN05715221,CP017084.1,Proteus spp,0
SAMN05715220,CP017085.1,Proteus spp,3
SAMN05715220,CP017086.1,Proteus spp,0
SAMN05520967,CP017115.1,Staphylococcus aureus,2
SAMN02470137,CP017152.1,Acinetobacter baumannii,5
SAMN05581751,CP017179.1,Enterobacter spp,4
SAMN05581746,CP017183.1,Enterobacter spp,1
SAMN05581748,CP017186.1,Enterobacter spp,3
SAMN05581748,CP017187.1,Enterobacter spp,0
SAMN05729956,CP017251.1,Escherichia coli,10
SAMN05729956,CP017252.1,Escherichia coli,0
SAMN05773092,CP017293.1,Pseudomonas aeruginosa,2
SAMN05773092,CP017294.1,Pseudomonas aeruginosa,0
SAMN05717668,CP017314.1,Bacillus subtilis,2
SAMN05729608,CP017353.1,Pseudomonas aeruginosa,4
SAMN05601667,CP017644.1,Acinetobacter baumannii,3
SAMN05601667,CP017645.1,Acinetobacter baumannii,0
SAMN05601672,CP017654.1,Acinetobacter baumannii,3
SAMN05601672,CP017655.1,Acinetobacter baumannii,0
SAMN05915708,CP017676.1,Bacillus subtilis,1
SAMN03763942,CP017684.1,Staphylococcus aureus,2
SAMN04992706,CP017719.1,Salmonella enterica,3
SAMN05920240,CP017763.1,Bacillus subtilis,4
SAMN05920240,CP017764.1,Bacillus subtilis,0
SAMN05920240,CP017765.1,Bacillus subtilis,0
SAMN05933398,CP017787.1,Enterococcus faecium,1
SAMN05933398,CP017788.1,Enterococcus faecium,0
