accession	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
AP018780	ENA|AP018780|AP018780.1|provirus_1236701_1275322	38622	Provirus	1236701-1275322	57	11	0.9644	NA	17	53.5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018781	ENA|AP018781|AP018781.1|provirus_1361630_1396000	34371	Provirus	1361630-1396000	49	11	0.9792	NA	14	63.6182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018781	ENA|AP018781|AP018781.1|provirus_1508403_1527631	19229	Provirus	1508403-1527631	30	11	0.9690	NA	9	32.9753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018781	ENA|AP018781|AP018781.1|provirus_1065250_1100665	35416	Provirus	1065250-1100665	46	11	0.9666	NA	12	56.5009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018781	ENA|AP018781|AP018781.1|provirus_455766_499223	43458	Provirus	455766-499223	57	11	0.9498	NA	15	56.8941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018935	ENA|AP018935|AP018935.1|provirus_593694_651204	57511	Provirus	593694-651204	53	11	0.9507	NA	11	43.0860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP018937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP018938	ENA|AP018938|AP018938.1|provirus_11616_59719	48104	Provirus	11616-59719	57	11	0.9647	NA	10	64.8282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019009	ENA|AP019009|AP019009.1|provirus_4383440_4417369	33930	Provirus	4383440-4417369	47	11	0.9695	NA	21	48.4582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019009	ENA|AP019009|AP019009.1|provirus_3366278_3396841	30564	Provirus	3366278-3396841	31	11	0.9628	NA	7	29.8930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019009	ENA|AP019009|AP019009.1|provirus_3426846_3444174	17329	Provirus	3426846-3444174	18	11	0.9500	NA	10	22.7677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP019192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP019394	ENA|AP019394|AP019394.1|provirus_1170836_1211164	40329	Provirus	1170836-1211164	54	11	0.9677	NA	10	59.3665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP019396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP019548	ENA|AP019548|AP019548.2|provirus_1166916_1185110	18195	Provirus	1166916-1185110	30	11	0.9659	NA	1	36.0194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019548	ENA|AP019548|AP019548.2|provirus_1093151_1142714	49564	Provirus	1093151-1142714	54	11	0.9557	NA	11	55.0918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019714	ENA|AP019714|AP019714.1|provirus_2658851_2695869	37019	Provirus	2658851-2695869	52	11	0.9675	NA	17	56.8390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019714	ENA|AP019714|AP019714.1|provirus_2143397_2278882	135486	Provirus	2143397-2278882	196	11	0.9419	NA	9	155.2108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019714	ENA|AP019714|AP019714.1|provirus_1320170_1348212	28043	Provirus	1320170-1348212	37	11	0.9331	NA	16	43.6992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019715	ENA|AP019715|AP019715.1	84215	No terminal repeats	NA	100	11	0.9435	NA	15	71.3659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019856	ENA|AP019856|AP019856.1|provirus_2741901_2783384	41484	Provirus	2741901-2783384	54	11	0.9775	NA	12	69.1113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019856	ENA|AP019856|AP019856.1|provirus_2196922_2232604	35683	Provirus	2196922-2232604	45	11	0.9771	NA	18	50.5415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019856	ENA|AP019856|AP019856.1|provirus_1188622_1241662	53041	Provirus	1188622-1241662	70	11	0.9643	NA	22	71.0833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019856	ENA|AP019856|AP019856.1|provirus_4722379_4766554	44176	Provirus	4722379-4766554	58	11	0.9612	NA	15	65.9565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP019857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP019859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP020310	ENA|AP020310|AP020310.1|provirus_197439_245698	48260	Provirus	197439-245698	78	11	0.9773	NA	14	90.4488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP020322	ENA|AP020322|AP020322.1|provirus_981433_1023740	42308	Provirus	981433-1023740	63	11	0.9822	NA	14	93.1149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP020322	ENA|AP020322|AP020322.1|provirus_504526_557553	53028	Provirus	504526-557553	72	11	0.9773	NA	12	106.1553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP020322	ENA|AP020322|AP020322.1|provirus_1_28509	28509	Provirus	1-28509	30	11	0.9734	NA	10	35.6229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP020322	ENA|AP020322|AP020322.1|provirus_2836040_2876733	40694	Provirus	2836040-2876733	65	11	0.9644	NA	5	67.7332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP020323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP021873	ENA|AP021873|AP021873.1|provirus_3458379_3476671	18293	Provirus	3458379-3476671	19	11	0.9616	NA	10	24.6797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP021873	ENA|AP021873|AP021873.1|provirus_4438137_4489380	51244	Provirus	4438137-4489380	60	11	0.9585	NA	22	53.6654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP021929	ENA|AP021929|AP021929.1|provirus_643543_678435	34893	Provirus	643543-678435	46	11	0.9779	NA	22	54.7029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP021929	ENA|AP021929|AP021929.1|provirus_2855214_2906630	51417	Provirus	2855214-2906630	66	11	0.9764	NA	12	74.6607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP021930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP021931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP021932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022077	ENA|AP022077|AP022077.1|provirus_887426_918949	31524	Provirus	887426-918949	38	11	0.9809	NA	10	44.7428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022077	ENA|AP022077|AP022077.1|provirus_2694416_2713518	19103	Provirus	2694416-2713518	22	11	0.9762	NA	6	29.7087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022077	ENA|AP022077|AP022077.1|provirus_2585143_2635896	50754	Provirus	2585143-2635896	79	11	0.9718	NA	14	76.6326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022077	ENA|AP022077|AP022077.1|provirus_2000972_2012442	11471	Provirus	2000972-2012442	17	11	0.9503	NA	2	9.8245	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP022077	ENA|AP022077|AP022077.1|provirus_2266372_2311979	45608	Provirus	2266372-2311979	64	11	0.9317	NA	4	45.9322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_3201638_3241526	39889	Provirus	3201638-3241526	52	11	0.9702	NA	14	59.8838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_3114745_3194351	79607	Provirus	3114745-3194351	101	11	0.9701	NA	38	111.7245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_1435071_1470884	35814	Provirus	1435071-1470884	51	11	0.9700	NA	21	63.5868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_2062070_2104466	42397	Provirus	2062070-2104466	59	11	0.9692	NA	18	59.2645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_2659945_2715178	55234	Provirus	2659945-2715178	65	11	0.9634	NA	24	72.1376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022326	ENA|AP022326|AP022326.1|provirus_2849863_2901787	51925	Provirus	2849863-2901787	64	11	0.9604	NA	19	60.5439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022341	ENA|AP022341|AP022341.1|provirus_852841_894882	42042	Provirus	852841-894882	64	11	0.9710	NA	9	76.9191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022341	ENA|AP022341|AP022341.1|provirus_2032140_2046694	14555	Provirus	2032140-2046694	22	11	0.9502	NA	6	15.6979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022510	ENA|AP022510|AP022510.1|provirus_1281027_1331362	50336	Provirus	1281027-1331362	78	11	0.9803	NA	16	89.0569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022510	ENA|AP022510|AP022510.1|provirus_2965168_3004346	39179	Provirus	2965168-3004346	53	11	0.9776	NA	22	67.5071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022510	ENA|AP022510|AP022510.1|provirus_2004990_2050395	45406	Provirus	2004990-2050395	64	11	0.9743	NA	20	75.1277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022510	ENA|AP022510|AP022510.1|provirus_2893484_2939371	45888	Provirus	2893484-2939371	65	11	0.9735	NA	14	72.0292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP022846	ENA|AP022846|AP022846.1|provirus_1388893_1407490	18598	Provirus	1388893-1407490	32	11	0.9538	NA	7	32.1187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022867	ENA|AP022867|AP022867.1|provirus_1469264_1488124	18861	Provirus	1469264-1488124	33	11	0.9683	NA	7	32.4198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022867	ENA|AP022867|AP022867.1|provirus_1609475_1661894	52420	Provirus	1609475-1661894	77	11	0.9635	NA	19	83.1428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022867	ENA|AP022867|AP022867.1|provirus_384036_418766	34731	Provirus	384036-418766	55	11	0.9623	NA	19	55.0113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022867	ENA|AP022867|AP022867.1|provirus_1048479_1087233	38755	Provirus	1048479-1087233	57	11	0.9452	NA	15	56.6231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP022867	ENA|AP022867|AP022867.1|provirus_628129_648295	20167	Provirus	628129-648295	24	11	0.9367	NA	10	16.7901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023067	ENA|AP023067|AP023067.1|provirus_1093695_1137611	43917	Provirus	1093695-1137611	61	11	0.9445	NA	10	51.8135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023067	ENA|AP023067|AP023067.1|provirus_1620681_1646710	26030	Provirus	1620681-1646710	40	11	0.9335	NA	5	19.1938	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP023067	ENA|AP023067|AP023067.1|provirus_447331_491958	44628	Provirus	447331-491958	60	11	0.9261	NA	7	48.0732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023067	ENA|AP023067|AP023067.1|provirus_851584_868401	16818	Provirus	851584-868401	19	11	0.8679	NA	3	13.7593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023069	ENA|AP023069|AP023069.1|provirus_521007_566805	45799	Provirus	521007-566805	65	11	0.9424	NA	10	54.9112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023069	ENA|AP023069|AP023069.1|provirus_1122500_1165575	43076	Provirus	1122500-1165575	58	11	0.9187	NA	6	50.2094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023069	ENA|AP023069|AP023069.1|provirus_1530899_1553759	22861	Provirus	1530899-1553759	38	11	0.8974	NA	3	23.7222	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP023069	ENA|AP023069|AP023069.1|provirus_792473_809224	16752	Provirus	792473-809224	19	11	0.8266	NA	2	11.0361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023071	ENA|AP023071|AP023071.1|provirus_444615_498105	53491	Provirus	444615-498105	71	11	0.9492	NA	12	58.5121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023071	ENA|AP023071|AP023071.1|provirus_1098451_1178961	80511	Provirus	1098451-1178961	110	11	0.9417	NA	16	92.0962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023071	ENA|AP023071|AP023071.1|provirus_1661945_1687983	26039	Provirus	1661945-1687983	42	11	0.9396	NA	5	22.2984	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP023071	ENA|AP023071|AP023071.1|provirus_722139_738956	16818	Provirus	722139-738956	19	11	0.8410	NA	3	13.6508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023075	ENA|AP023075|AP023075.1|provirus_520937_566735	45799	Provirus	520937-566735	65	11	0.9421	NA	10	54.9112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023075	ENA|AP023075|AP023075.1|provirus_1122442_1165517	43076	Provirus	1122442-1165517	58	11	0.9184	NA	6	50.2094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023075	ENA|AP023075|AP023075.1|provirus_1530301_1553317	23017	Provirus	1530301-1553317	38	11	0.9038	NA	3	23.7222	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP023075	ENA|AP023075|AP023075.1|provirus_792405_809156	16752	Provirus	792405-809156	19	11	0.8266	NA	2	11.0361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023292	ENA|AP023292|AP023292.1|provirus_1128980_1165857	36878	Provirus	1128980-1165857	49	11	0.9794	NA	21	67.9475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023292	ENA|AP023292|AP023292.1|provirus_1930915_1972866	41952	Provirus	1930915-1972866	61	11	0.9768	NA	20	76.9762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023292	ENA|AP023292|AP023292.1|provirus_2913315_2952367	39053	Provirus	2913315-2952367	48	11	0.9694	NA	12	48.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023292	ENA|AP023292|AP023292.1|provirus_4525828_4546247	20420	Provirus	4525828-4546247	24	11	0.9665	NA	11	28.2780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023292	ENA|AP023292|AP023292.1|provirus_1670747_1684883	14137	Provirus	1670747-1684883	14	11	0.9507	NA	4	11.3489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023292	ENA|AP023292|AP023292.1|provirus_2087281_2093422	6142	Provirus	2087281-2093422	9	11	0.9147	NA	2	8.6573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023309	ENA|AP023309|AP023309.1|provirus_1210568_1260344	49777	Provirus	1210568-1260344	57	11	0.9776	NA	22	69.6991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023309	ENA|AP023309|AP023309.1|provirus_1902900_1944851	41952	Provirus	1902900-1944851	61	11	0.9768	NA	20	76.9762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023309	ENA|AP023309|AP023309.1|provirus_2883954_2923006	39053	Provirus	2883954-2923006	48	11	0.9694	NA	12	48.8819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023309	ENA|AP023309|AP023309.1|provirus_4496465_4516884	20420	Provirus	4496465-4516884	24	11	0.9665	NA	11	28.2780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023309	ENA|AP023309|AP023309.1|provirus_1642612_1656868	14257	Provirus	1642612-1656868	14	11	0.9522	NA	4	11.3489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023309	ENA|AP023309|AP023309.1|provirus_2059266_2065407	6142	Provirus	2059266-2065407	9	11	0.9147	NA	2	8.6573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP023387	ENA|AP023387|AP023387.1|provirus_730757_767273	36517	Provirus	730757-767273	57	11	0.9792	NA	9	80.2784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023387	ENA|AP023387|AP023387.1|provirus_551375_589343	37969	Provirus	551375-589343	61	11	0.9791	NA	14	83.2456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023387	ENA|AP023387|AP023387.1|provirus_630810_673306	42497	Provirus	630810-673306	70	11	0.9786	NA	15	89.8511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023387	ENA|AP023387|AP023387.1|provirus_452166_494153	41988	Provirus	452166-494153	52	11	0.9747	NA	7	72.2133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023387	ENA|AP023387|AP023387.1|provirus_883448_930188	46741	Provirus	883448-930188	68	11	0.9723	NA	11	80.6148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP023387	ENA|AP023387|AP023387.1|provirus_1101536_1153572	52037	Provirus	1101536-1153572	71	11	0.9601	NA	9	72.8292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024155	ENA|AP024155|AP024155.1|provirus_520832_566631	45800	Provirus	520832-566631	65	11	0.9420	NA	10	54.9112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024155	ENA|AP024155|AP024155.1|provirus_1122341_1165416	43076	Provirus	1122341-1165416	58	11	0.9185	NA	6	50.2094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024155	ENA|AP024155|AP024155.1|provirus_1530850_1553867	23018	Provirus	1530850-1553867	38	11	0.9039	NA	3	23.7222	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP024155	ENA|AP024155|AP024155.1|provirus_792304_809055	16752	Provirus	792304-809055	19	11	0.8266	NA	2	11.0361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024313	ENA|AP024313|AP024313.1|provirus_1541080_1595629	54550	Provirus	1541080-1595629	70	11	0.9787	NA	11	100.3655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024313	ENA|AP024313|AP024313.1|provirus_830600_888468	57869	Provirus	830600-888468	84	11	0.9717	NA	10	89.5587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024313	ENA|AP024313|AP024313.1|provirus_2060093_2117541	57449	Provirus	2060093-2117541	72	11	0.9697	NA	12	86.3961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024318	ENA|AP024318|AP024318.1|provirus_1462224_1516772	54549	Provirus	1462224-1516772	70	11	0.9788	NA	11	100.3655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024318	ENA|AP024318|AP024318.1|provirus_1967033_2024481	57449	Provirus	1967033-2024481	72	11	0.9696	NA	12	86.3961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024414	ENA|AP024414|AP024414.1|provirus_1256924_1306517	49594	Provirus	1256924-1306517	75	11	0.9648	NA	18	70.3488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024414	ENA|AP024414|AP024414.1|provirus_1428716_1447333	18618	Provirus	1428716-1447333	32	11	0.9647	NA	7	32.1187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024414	ENA|AP024414|AP024414.1|provirus_580820_600986	20167	Provirus	580820-600986	24	11	0.9346	NA	10	16.7901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024511	ENA|AP024511|AP024511.1|provirus_41963_85839	43877	Provirus	41963-85839	63	11	0.9801	NA	14	93.1787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024511	ENA|AP024511|AP024511.1|provirus_540258_593193	52936	Provirus	540258-593193	71	11	0.9769	NA	11	105.2937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024511	ENA|AP024511|AP024511.1|provirus_1_27803	27803	Provirus	1-27803	27	11	0.9748	NA	9	32.7558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024511	ENA|AP024511|AP024511.1|provirus_2864470_2906853	42384	Provirus	2864470-2906853	70	11	0.9645	NA	4	72.4757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024518	ENA|AP024518|AP024518.1|provirus_2190576_2229445	38870	Provirus	2190576-2229445	59	11	0.9817	NA	12	79.5620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024518	ENA|AP024518|AP024518.1|provirus_4531467_4548005	16539	Provirus	4531467-4548005	21	11	0.9758	NA	11	27.5584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024518	ENA|AP024518|AP024518.1|provirus_1040540_1075587	35048	Provirus	1040540-1075587	43	11	0.9750	NA	17	46.5416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024518	ENA|AP024518|AP024518.1|provirus_942593_979608	37016	Provirus	942593-979608	44	11	0.9728	NA	23	49.8820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024518	ENA|AP024518|AP024518.1|provirus_332952_362512	29561	Provirus	332952-362512	40	11	0.9565	NA	2	17.9217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024518	ENA|AP024518|AP024518.1|provirus_4065137_4149877	84741	Provirus	4065137-4149877	107	11	0.9322	NA	21	59.0448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024520	ENA|AP024520|AP024520.1	99051	No terminal repeats	NA	98	11	0.9317	NA	11	40.0137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024553	ENA|AP024553|AP024553.1|provirus_1531093_1550358	19266	Provirus	1531093-1550358	29	11	0.9386	NA	8	17.3682	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP024553	ENA|AP024553|AP024553.1|provirus_1164932_1177154	12223	Provirus	1164932-1177154	19	11	0.8993	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP024555	ENA|AP024555|AP024555.1|provirus_2209216_2228492	19277	Provirus	2209216-2228492	29	11	0.9311	NA	8	15.4349	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
AP024555	ENA|AP024555|AP024555.1|provirus_1843053_1855273	12221	Provirus	1843053-1855273	20	11	0.9034	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024621	ENA|AP024621|AP024621.1|provirus_2642851_2679869	37019	Provirus	2642851-2679869	52	11	0.9675	NA	17	56.8390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024621	ENA|AP024621|AP024621.1|provirus_2127469_2262952	135484	Provirus	2127469-2262952	196	11	0.9431	NA	9	155.2108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AP024621	ENA|AP024621|AP024621.1|provirus_1299720_1327762	28043	Provirus	1299720-1327762	37	11	0.9329	NA	16	43.6992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
