accession	seq_name	amidase_count	lysozyme_count	total_count
CP089317.1_virus_genes.tsv	ENA|CP089317|CP089317.1|provirus_3025051_3118738	1	1	2
CP033685.1_virus_genes.tsv	ENA|CP033685|CP033685.1|provirus_3295311_3335499	0	1	1
CP115262.1_virus_genes.tsv	ENA|CP115262|CP115262.1|provirus_5375110_5435624	0	0	0
CP066137.1_virus_genes.tsv	ENA|CP066137|CP066137.1|provirus_1786739_1831881	0	0	0
CP019442.1_virus_genes.tsv	ENA|CP019442|CP019442.1|provirus_1506213_1526632	1	0	1
CP175162.1_virus_genes.tsv	ENA|CP175162|CP175162.1|provirus_1220309_1233692	0	0	0
CP149250.1_virus_genes.tsv	ENA|CP149250|CP149250.1	0	0	0
CP010811.1_virus_genes.tsv	ENA|CP010811|CP010811.1|provirus_1447790_1476484	0	0	0
CP017186.1_virus_genes.tsv	ENA|CP017186|CP017186.1|provirus_2441977_2475373	1	1	2
CP053685.1_virus_genes.tsv	ENA|CP053685|CP053685.1|provirus_3560511_3592411	0	0	0
AP013063.1_virus_genes.tsv	ENA|AP013063|AP013063.1|provirus_545398_590717	1	1	2
CP028647.1_virus_genes.tsv	ENA|CP028647|CP028647.1|provirus_3050872_3110695	1	0	1
CP196985.1_virus_genes.tsv	ENA|CP196985|CP196985.1|provirus_1209851_1266470	0	1	1
CP196510.1_virus_genes.tsv	ENA|CP196510|CP196510.1|provirus_1230436_1247220	0	0	0
CP137083.1_virus_genes.tsv	ENA|CP137083|CP137083.1|provirus_2437540_2468474	0	0	0
CP117496.1_virus_genes.tsv	ENA|CP117496|CP117496.1|provirus_775426_814342	1	0	1
CP034147.1_virus_genes.tsv	ENA|CP034147|CP034147.1|provirus_480428_513732	0	0	0
CP143749.1_virus_genes.tsv	ENA|CP143749|CP143749.1|provirus_2669695_2718685	0	0	0
CP102944.1_virus_genes.tsv	ENA|CP102944|CP102944.1|provirus_3791805_3829064	0	0	0
CP070537.1_virus_genes.tsv	ENA|CP070537|CP070537.1|provirus_308300_325860	0	0	0
CM129629.1_virus_genes.tsv	ENA|CM129629|CM129629.1|provirus_2005765_2038194	0	0	0
JBSUGK000000000_virus_genes.tsv	ENA|JBSUGK010000001|JBSUGK010000001.1|provirus_2673363_2730120	1	1	2
JBRYYE000000000_virus_genes.tsv	ENA|JBRYYE010000001|JBRYYE010000001.1|provirus_3007295_3017182	0	0	0
CP183242.1_virus_genes.tsv	ENA|CP183242|CP183242.1|provirus_796216_839687	0	0	0
CP160045.1_virus_genes.tsv	ENA|CP160045|CP160045.1|provirus_777884_820976	1	0	1
JBSDWX000000000_virus_genes.tsv	ENA|JBSDWX010000001|JBSDWX010000001.1|provirus_2824462_2874471	1	1	2
CP020423.2_virus_genes.tsv	ENA|CP020423|CP020423.2|provirus_1884870_1901186	0	0	0
CP137715.1_virus_genes.tsv	ENA|CP137715|CP137715.1|provirus_671065_703421	0	0	0
CP016650.1_virus_genes.tsv	ENA|CP016650|CP016650.1|provirus_323882_340321	0	0	0
CP094772.1_virus_genes.tsv	ENA|CP094772|CP094772.1|provirus_314061_363809	1	0	1
CP088134.1_virus_genes.tsv	ENA|CP088134|CP088134.1|provirus_220944_267004	1	1	2
CP171682.1_virus_genes.tsv	ENA|CP171682|CP171682.1|provirus_1690628_1702849	0	0	0
CP148155.1_virus_genes.tsv	ENA|CP148155|CP148155.1|provirus_1351467_1391630	1	1	2
CP137220.1_virus_genes.tsv	ENA|CP137220|CP137220.1|provirus_2466531_2497464	0	0	0
CP116620.1_virus_genes.tsv	ENA|CP116620|CP116620.1|provirus_2915936_3003725	0	0	0
JBRYYE000000000_virus_genes.tsv	ENA|JBRYYE010000001|JBRYYE010000001.1|provirus_2063288_2101503	1	1	2
CP115191.1_virus_genes.tsv	ENA|CP115191|CP115191.1|provirus_5462417_5502222	0	0	0
CP007570.1_virus_genes.tsv	ENA|CP007570|CP007570.1|provirus_1784516_1831128	1	0	1
CP175755.1_virus_genes.tsv	ENA|CP175755|CP175755.1|provirus_2015690_2066131	0	0	0
CP130605.1_virus_genes.tsv	ENA|CP130605|CP130605.1|provirus_203722_249350	0	0	0
AP026919.1_virus_genes.tsv	ENA|AP026919|AP026919.1|provirus_1060178_1068728	0	0	0
CP196749.1_virus_genes.tsv	ENA|CP196749|CP196749.1|provirus_2405643_2449178	0	0	0
CP116042.1_virus_genes.tsv	ENA|CP116042|CP116042.1|provirus_1710912_1725168	0	0	0
LR031521.1_virus_genes.tsv	ENA|LR031521|LR031521.1|provirus_1011712_1061900	0	0	0
CP106671.1_virus_genes.tsv	ENA|CP106671|CP106671.1|provirus_1545096_1582119	0	0	0
CP135844.1_virus_genes.tsv	ENA|CP135844|CP135844.1|provirus_1579317_1591118	0	0	0
AP023067.1_virus_genes.tsv	ENA|AP023067|AP023067.1|provirus_1093695_1137611	0	0	0
LR135197.1_virus_genes.tsv	ENA|LR135197|LR135197.1|provirus_1871042_1913086	0	0	0
CP175515.1_virus_genes.tsv	ENA|CP175515|CP175515.1|provirus_64944_171410	0	0	0
CP148800.1_virus_genes.tsv	ENA|CP148800|CP148800.1	0	0	0
CP133449.1_virus_genes.tsv	ENA|CP133449|CP133449.1|provirus_1990915_2084269	0	0	0
CP051291.1_virus_genes.tsv	ENA|CP051291|CP051291.1|provirus_894104_916617	0	0	0
AE009948.1_virus_genes.tsv	ENA|AE009948|AE009948.1|provirus_1833783_1872632	0	0	0
CP170693.1_virus_genes.tsv	ENA|CP170693|CP170693.1|provirus_2048780_2107631	1	0	1
CP099576.1_virus_genes.tsv	ENA|CP099576|CP099576.1|provirus_2086140_2145443	1	0	1
CP029609.1_virus_genes.tsv	ENA|CP029609|CP029609.1|provirus_165639_217651	0	0	0
CP137140.1_virus_genes.tsv	ENA|CP137140|CP137140.1|provirus_1569418_1618603	0	1	1
CP090792.1_virus_genes.tsv	ENA|CP090792|CP090792.1|provirus_1259376_1304491	0	0	0
CP064847.1_virus_genes.tsv	ENA|CP064847|CP064847.1|provirus_169750_186240	1	0	1
CP181616.1_virus_genes.tsv	ENA|CP181616|CP181616.1|provirus_4360064_4375440	0	0	0
CP145077.1_virus_genes.tsv	ENA|CP145077|CP145077.1|provirus_524351_563370	0	0	0
CP130897.1_virus_genes.tsv	ENA|CP130897|CP130897.1|provirus_452690_498879	0	0	0
CP126778.1_virus_genes.tsv	ENA|CP126778|CP126778.1|provirus_2851054_2889527	0	0	0
JBRUTD000000000_virus_genes.tsv	ENA|JBRUTD010000002|JBRUTD010000002.1|provirus_377786_411457	0	0	0
CP065948.1_virus_genes.tsv	ENA|CP065948|CP065948.1|provirus_6524836_6560246	0	0	0
CP142815.1_virus_genes.tsv	ENA|CP142815|CP142815.1|provirus_2703218_2760610	1	0	1
CP066910.1_virus_genes.tsv	ENA|CP066910|CP066910.1|provirus_3233444_3289840	1	1	2
CP191461.1_virus_genes.tsv	ENA|CP191461|CP191461.1|provirus_1298333_1341297	1	0	1
CP074914.1_virus_genes.tsv	ENA|CP074914|CP074914.1|provirus_2372150_2411658	0	0	0
CP045923.1_virus_genes.tsv	ENA|CP045923|CP045923.1	1	0	1
CP151448.1_virus_genes.tsv	ENA|CP151448|CP151448.1|provirus_1166703_1202216	0	0	0
CP096682.1_virus_genes.tsv	ENA|CP096682|CP096682.1|provirus_2434111_2486050	0	1	1
CP056132.1_virus_genes.tsv	ENA|CP056132|CP056132.1|provirus_3303000_3344124	0	0	0
AP018766.1_virus_genes.tsv	ENA|AP018766|AP018766.1|provirus_1301868_1333625	1	1	2
CP029933.1_virus_genes.tsv	ENA|CP029933|CP029933.1|provirus_1005823_1053005	0	0	0
CP014435.1_virus_genes.tsv	ENA|CP014435|CP014435.1|provirus_1381909_1389128	0	0	0
LS483319.1_virus_genes.tsv	ENA|LS483319|LS483319.1|provirus_1094705_1137704	1	0	1
CP155794.1_virus_genes.tsv	ENA|CP155794|CP155794.1|provirus_1516130_1555209	1	1	2
CP151672.1_virus_genes.tsv	ENA|CP151672|CP151672.1|provirus_2572774_2603708	0	0	0
CP041431.1_virus_genes.tsv	ENA|CP041431|CP041431.1|provirus_611075_647466	0	0	0
CP044436.1_virus_genes.tsv	ENA|CP044436|CP044436.1|provirus_2680407_2719805	1	1	2
CP031324.1_virus_genes.tsv	ENA|CP031324|CP031324.1|provirus_1559047_1565072	0	0	0
CP015003.1_virus_genes.tsv	ENA|CP015003|CP015003.1|provirus_4924890_4972868	1	1	2
AP023387.1_virus_genes.tsv	ENA|AP023387|AP023387.1|provirus_883448_930188	0	0	0
CP182926.1_virus_genes.tsv	ENA|CP182926|CP182926.1|provirus_3195690_3223496	0	0	0
CP150622.1_virus_genes.tsv	ENA|CP150622|CP150622.1|provirus_2802792_2849490	1	1	2
CP136433.1_virus_genes.tsv	ENA|CP136433|CP136433.1|provirus_2925713_3001547	0	0	0
CP062758.1_virus_genes.tsv	ENA|CP062758|CP062758.1|provirus_1835416_1886164	1	1	2
CP106777.1_virus_genes.tsv	ENA|CP106777|CP106777.1|provirus_1107916_1151990	0	0	0
CP154802.1_virus_genes.tsv	ENA|CP154802|CP154802.1|provirus_2394354_2440580	0	0	0
CP166048.1_virus_genes.tsv	ENA|CP166048|CP166048.1|provirus_1333466_1375658	1	1	2
CP089168.1_virus_genes.tsv	ENA|CP089168|CP089168.1|provirus_1531205_1569735	2	1	3
CP119598.1_virus_genes.tsv	ENA|CP119598|CP119598.1|provirus_984566_1034780	0	0	0
CP170696.1_virus_genes.tsv	ENA|CP170696|CP170696.1|provirus_1226773_1268964	1	1	2
CP098025.1_virus_genes.tsv	ENA|CP098025|CP098025.1|provirus_1333111_1381598	0	0	0
CP166035.1_virus_genes.tsv	ENA|CP166035|CP166035.1|provirus_2733541_2785500	0	0	0
CP028841.1_virus_genes.tsv	ENA|CP028841|CP028841.1|provirus_1360938_1402151	0	0	0
CP131719.1_virus_genes.tsv	ENA|CP131719|CP131719.1|provirus_1561727_1580994	0	0	0
CP126536.1_virus_genes.tsv	ENA|CP126536|CP126536.1|provirus_1632006_1667918	0	0	0
CP075128.1_virus_genes.tsv	ENA|CP075128|CP075128.1|provirus_2398870_2433860	0	0	0
CP012503.1_virus_genes.tsv	ENA|CP012503|CP012503.1|provirus_666087_746318	1	0	1
CP115015.1_virus_genes.tsv	ENA|CP115015|CP115015.1|provirus_66954_87607	0	0	0
AP023071.1_virus_genes.tsv	ENA|AP023071|AP023071.1|provirus_722139_738956	0	0	0
CP101996.1_virus_genes.tsv	ENA|CP101996|CP101996.1|provirus_640545_698120	1	0	1
CP163039.1_virus_genes.tsv	ENA|CP163039|CP163039.1|provirus_2689535_2755944	0	1	1
CP137085.1_virus_genes.tsv	ENA|CP137085|CP137085.1|provirus_2475835_2514350	1	1	2
CP117166.1_virus_genes.tsv	ENA|CP117166|CP117166.1|provirus_2900329_2956500	0	0	0
CP012582.1_virus_genes.tsv	ENA|CP012582|CP012582.1|provirus_2425829_2467391	0	0	0
CM129630.1_virus_genes.tsv	ENA|CM129630|CM129630.1|provirus_3131689_3172989	0	1	1
OX419563.1_virus_genes.tsv	ENA|OX419563|OX419563.1|provirus_2624466_2661484	0	0	0
CP087146.1_virus_genes.tsv	ENA|CP087146|CP087146.1|provirus_3296994_3395100	2	1	3
AP038761.1_virus_genes.tsv	ENA|AP038761|AP038761.1|provirus_3477920_3493057	0	0	0
CP137335.1_virus_genes.tsv	ENA|CP137335|CP137335.1|provirus_2353479_2384619	0	0	0
CP190400.1_virus_genes.tsv	ENA|CP190400|CP190400.1|provirus_2073399_2087953	0	0	0
CP119150.1_virus_genes.tsv	ENA|CP119150|CP119150.1|provirus_542798_582914	0	0	0
CP159146.1_virus_genes.tsv	ENA|CP159146|CP159146.1|provirus_3454355_3497760	0	0	0
CP151448.1_virus_genes.tsv	ENA|CP151448|CP151448.1|provirus_994911_1045099	0	0	0
CP044140.1_virus_genes.tsv	ENA|CP044140|CP044140.1|provirus_5050400_5114794	1	0	1
CP038653.1_virus_genes.tsv	ENA|CP038653|CP038653.1|provirus_2354533_2405637	0	0	0
CP017719.1_virus_genes.tsv	ENA|CP017719|CP017719.1|provirus_2633163_2693095	1	1	2
CP150622.1_virus_genes.tsv	ENA|CP150622|CP150622.1|provirus_3252054_3284705	0	0	0
OZ197087.1_virus_genes.tsv	ENA|OZ197087|OZ197087.1|provirus_2908385_2942028	0	1	1
CP062708.1_virus_genes.tsv	ENA|CP062708|CP062708.1|provirus_2031445_2094788	1	1	2
CP040878.1_virus_genes.tsv	ENA|CP040878|CP040878.1|provirus_2295062_2341237	0	0	0
CP018917.1_virus_genes.tsv	ENA|CP018917|CP018917.1|provirus_190164_209865	1	1	2
CP060005.1_virus_genes.tsv	ENA|CP060005|CP060005.1|provirus_2840383_2892781	0	0	0
CP168002.1_virus_genes.tsv	ENA|CP168002|CP168002.1|provirus_2295682_2342973	0	0	0
CP161897.1_virus_genes.tsv	ENA|CP161897|CP161897.1|provirus_3204494_3230976	0	0	0
CP160815.1_virus_genes.tsv	ENA|CP160815|CP160815.1|provirus_1207593_1257929	2	1	3
CP066637.1_virus_genes.tsv	ENA|CP066637|CP066637.1|provirus_817800_857192	0	0	0
CP041431.1_virus_genes.tsv	ENA|CP041431|CP041431.1|provirus_3466892_3527258	2	1	3
CP035252.1_virus_genes.tsv	ENA|CP035252|CP035252.1|provirus_1793648_1838166	0	0	0
CM132339.1_virus_genes.tsv	ENA|CM132339|CM132339.1|provirus_3884901_3924883	0	0	0
CP133412.1_virus_genes.tsv	ENA|CP133412|CP133412.1|provirus_1990915_2126398	0	0	0
CP010314.1_virus_genes.tsv	ENA|CP010314|CP010314.1|provirus_2643044_2680062	0	0	0
CP087340.1_virus_genes.tsv	ENA|CP087340|CP087340.1|provirus_2571654_2631113	0	1	1
CP170200.1_virus_genes.tsv	ENA|CP170200|CP170200.1|provirus_3137571_3187480	0	0	0
CP137522.1_virus_genes.tsv	ENA|CP137522|CP137522.1|provirus_6384159_6476208	1	1	2
CP135844.1_virus_genes.tsv	ENA|CP135844|CP135844.1|provirus_1447892_1473794	2	1	3
CP047469.1_virus_genes.tsv	ENA|CP047469|CP047469.1|provirus_2279325_2326506	2	1	3
CP110054.1_virus_genes.tsv	ENA|CP110054|CP110054.1|provirus_891401_934467	1	1	2
CP107274.1_virus_genes.tsv	ENA|CP107274|CP107274.1|provirus_1528184_1551032	0	0	0
CP092652.1_virus_genes.tsv	ENA|CP092652|CP092652.1|provirus_2432607_2475232	0	0	0
CP048416.1_virus_genes.tsv	ENA|CP048416|CP048416.1|provirus_4174694_4190409	0	0	0
JBSBGN000000000_virus_genes.tsv	ENA|JBSBGN010000001|JBSBGN010000001.1|provirus_4823975_4870836	1	1	2
CP184642.1_virus_genes.tsv	ENA|CP184642|CP184642.1|provirus_286400_327637	0	0	0
CP043332.1_virus_genes.tsv	ENA|CP043332|CP043332.1|provirus_3051589_3126370	0	0	0
CP023386.1_virus_genes.tsv	ENA|CP023386|CP023386.1|provirus_3101982_3141038	0	0	0
LN890520.1_virus_genes.tsv	ENA|LN890520|LN890520.1|provirus_1460358_1515139	0	0	0
CP170966.1_virus_genes.tsv	ENA|CP170966|CP170966.1|provirus_3058853_3097786	1	1	2
CP092627.1_virus_genes.tsv	ENA|CP092627|CP092627.1|provirus_1466879_1522131	1	1	2
CP080233.1_virus_genes.tsv	ENA|CP080233|CP080233.1|provirus_236258_246187	0	0	0
CP060065.1_virus_genes.tsv	ENA|CP060065|CP060065.1|provirus_3703514_3722847	0	0	0
CM128596.1_virus_genes.tsv	ENA|CM128596|CM128596.1|provirus_3595302_3611131	0	0	0
CP197050.1_virus_genes.tsv	ENA|CP197050|CP197050.1|provirus_1562120_1600649	0	0	0
CP022897.1_virus_genes.tsv	ENA|CP022897|CP022897.1|provirus_1300096_1342381	1	0	1
LT592146.1_virus_genes.tsv	ENA|LT592146|LT592146.1|provirus_1048763_1100899	0	0	0
CP059543.1_virus_genes.tsv	ENA|CP059543|CP059543.1|provirus_3_21685	0	0	0
CP097034.1_virus_genes.tsv	ENA|CP097034|CP097034.1|provirus_1792679_1834597	1	0	1
CP041733.1_virus_genes.tsv	ENA|CP041733|CP041733.1|provirus_3382196_3423532	0	0	0
CP031726.1_virus_genes.tsv	ENA|CP031726|CP031726.1|provirus_582465_594331	0	0	0
CP148055.1_virus_genes.tsv	ENA|CP148055|CP148055.1|provirus_1128026_1141700	0	0	0
CP067339.1_virus_genes.tsv	ENA|CP067339|CP067339.1|provirus_2078660_2084801	0	0	0
CP047273.1_virus_genes.tsv	ENA|CP047273|CP047273.1|provirus_3257260_3303116	0	0	0
CP093392.1_virus_genes.tsv	ENA|CP093392|CP093392.1|provirus_1572433_1587806	0	0	0
CP047059.1_virus_genes.tsv	ENA|CP047059|CP047059.1|provirus_1496379_1520496	0	0	0
CP032831.1_virus_genes.tsv	ENA|CP032831|CP032831.1|provirus_3529205_3539146	0	0	0
OZ111475.1_virus_genes.tsv	ENA|OZ111475|OZ111475.1|provirus_667231_702126	0	0	0
CP173707.1_virus_genes.tsv	ENA|CP173707|CP173707.1|provirus_1859432_1988764	2	2	4
CP163076.1_virus_genes.tsv	ENA|CP163076|CP163076.1|provirus_468450_485924	0	0	0
CP006262.1_virus_genes.tsv	ENA|CP006262|CP006262.1|provirus_1389304_1431789	1	1	2
CP126778.1_virus_genes.tsv	ENA|CP126778|CP126778.1|provirus_3490105_3509638	0	0	0
CP118308.1_virus_genes.tsv	ENA|CP118308|CP118308.1|provirus_1042808_1096124	0	0	0
CP024679.1_virus_genes.tsv	ENA|CP024679|CP024679.1|provirus_3094176_3130947	1	1	2
CP193994.1_virus_genes.tsv	ENA|CP193994|CP193994.1|provirus_1377219_1424358	0	0	0
CP087146.1_virus_genes.tsv	ENA|CP087146|CP087146.1|provirus_3114633_3136414	0	0	0
CP080463.1_virus_genes.tsv	ENA|CP080463|CP080463.1|provirus_666705_701981	0	1	1
CM132277.1_virus_genes.tsv	ENA|CM132277|CM132277.1|provirus_1283273_1325424	0	0	0
CP026755.1_virus_genes.tsv	ENA|CP026755|CP026755.1|provirus_377354_424426	2	1	3
CP098470.2_virus_genes.tsv	ENA|CP098470|CP098470.2|provirus_456185_501839	0	0	0
CP083849.1_virus_genes.tsv	ENA|CP083849|CP083849.1|provirus_301868_341039	0	0	0
CP046527.1_virus_genes.tsv	ENA|CP046527|CP046527.1|provirus_4102485_4145472	1	1	2
CP195324.1_virus_genes.tsv	ENA|CP195324|CP195324.1|provirus_3819058_3879786	0	0	0
OX419551.1_virus_genes.tsv	ENA|OX419551|OX419551.1|provirus_2552541_2589559	0	0	0
CP160032.1_virus_genes.tsv	ENA|CP160032|CP160032.1|provirus_2959137_3064181	0	0	0
CP089148.1_virus_genes.tsv	ENA|CP089148|CP089148.1|provirus_2114644_2243729	0	0	0
CP073246.1_virus_genes.tsv	ENA|CP073246|CP073246.1|provirus_1900501_1987690	0	0	0
CP151451.1_virus_genes.tsv	ENA|CP151451|CP151451.1|provirus_994912_1045100	0	0	0
CP153689.1_virus_genes.tsv	ENA|CP153689|CP153689.1|provirus_1876356_1921996	1	1	2
CP115288.1_virus_genes.tsv	ENA|CP115288|CP115288.1|provirus_5826630_5835256	0	0	0
CP103863.1_virus_genes.tsv	ENA|CP103863|CP103863.1|provirus_1913946_1948195	0	0	0
CP036376.1_virus_genes.tsv	ENA|CP036376|CP036376.1|provirus_777054_840094	0	0	0
CP026723.1_virus_genes.tsv	ENA|CP026723|CP026723.1|provirus_1_24796	0	0	0
CP135740.1_virus_genes.tsv	ENA|CP135740|CP135740.1|provirus_523180_543347	0	0	0
CP047967.1_virus_genes.tsv	ENA|CP047967|CP047967.1	0	0	0
CP011642.1_virus_genes.tsv	ENA|CP011642|CP011642.1|provirus_4255439_4275960	1	1	2
CP109739.1_virus_genes.tsv	ENA|CP109739|CP109739.1|provirus_4433462_4474062	1	1	2
AP018771.1_virus_genes.tsv	ENA|AP018771|AP018771.1|provirus_1424417_1441687	0	0	0
JBRILL000000000_virus_genes.tsv	ENA|JBRILL010000001|JBRILL010000001.1|provirus_2323879_2405119	1	1	2
JBRAWA000000000_virus_genes.tsv	ENA|JBRAWA010000001|JBRAWA010000001.1|provirus_1152279_1179756	0	0	0
CP124947.1_virus_genes.tsv	ENA|CP124947|CP124947.1|provirus_854917_895370	0	0	0
CP092252.1_virus_genes.tsv	ENA|CP092252|CP092252.1|provirus_3725477_3739690	0	0	0
CP071236.1_virus_genes.tsv	ENA|CP071236|CP071236.1|provirus_3453104_3469862	1	1	2
CP085748.1_virus_genes.tsv	ENA|CP085748|CP085748.1|provirus_2334089_2379902	0	0	0
CP071021.1_virus_genes.tsv	ENA|CP071021|CP071021.1|provirus_3968544_4000380	1	1	2
CP046546.1_virus_genes.tsv	ENA|CP046546|CP046546.1|provirus_2820143_2876863	0	0	0
CP010236.1_virus_genes.tsv	ENA|CP010236|CP010236.1|provirus_766870_800674	1	1	2
CP027454.1_virus_genes.tsv	ENA|CP027454|CP027454.1|provirus_3089980_3115061	0	0	0
AP024965.1_virus_genes.tsv	ENA|AP024965|AP024965.1|provirus_1196155_1226828	0	0	0
CP135763.1_virus_genes.tsv	ENA|CP135763|CP135763.1|provirus_1672642_1687992	0	0	0
CP077828.1_virus_genes.tsv	ENA|CP077828|CP077828.1|provirus_2676144_2741463	0	1	1
CP071172.1_virus_genes.tsv	ENA|CP071172|CP071172.1|provirus_1721246_1734629	0	0	0
CP163118.1_virus_genes.tsv	ENA|CP163118|CP163118.1|provirus_2831121_2845607	0	0	0
CP104659.1_virus_genes.tsv	ENA|CP104659|CP104659.1|provirus_5334728_5351047	0	0	0
CP051342.1_virus_genes.tsv	ENA|CP051342|CP051342.1|provirus_2658830_2710808	0	0	0
CP069980.1_virus_genes.tsv	ENA|CP069980|CP069980.1|provirus_4131665_4183414	2	1	3
CM130014.1_virus_genes.tsv	ENA|CM130014|CM130014.1|provirus_2679539_2721486	0	0	0
CP069630.1_virus_genes.tsv	ENA|CP069630|CP069630.1|provirus_4781770_4825284	2	1	3
CP062723.1_virus_genes.tsv	ENA|CP062723|CP062723.1|provirus_3541645_3591221	1	1	2
CP163118.1_virus_genes.tsv	ENA|CP163118|CP163118.1|provirus_3500680_3514390	0	0	0
CP175522.1_virus_genes.tsv	ENA|CP175522|CP175522.1|provirus_3370428_3411519	0	0	0
AP026601.1_virus_genes.tsv	ENA|AP026601|AP026601.1|provirus_2246137_2284865	0	0	0
AP013063.1_virus_genes.tsv	ENA|AP013063|AP013063.1|provirus_2900619_2918090	1	1	2
CP147877.1_virus_genes.tsv	ENA|CP147877|CP147877.1|provirus_1321985_1350027	0	0	0
CP143741.1_virus_genes.tsv	ENA|CP143741|CP143741.1|provirus_4111151_4146978	0	0	0
CP144979.1_virus_genes.tsv	ENA|CP144979|CP144979.1|provirus_4022283_4072356	1	1	2
CP123108.1_virus_genes.tsv	ENA|CP123108|CP123108.1|provirus_1_29830	1	0	1
CM130041.1_virus_genes.tsv	ENA|CM130041|CM130041.1|provirus_3887063_3918959	1	1	2
AP018771.1_virus_genes.tsv	ENA|AP018771|AP018771.1|provirus_959206_993818	0	0	0
CP157072.1_virus_genes.tsv	ENA|CP157072|CP157072.1|provirus_2047534_2099630	0	0	0
CP085803.1_virus_genes.tsv	ENA|CP085803|CP085803.1|provirus_3504366_3539493	1	1	2
CP066133.1_virus_genes.tsv	ENA|CP066133|CP066133.1|provirus_1774943_1846890	0	0	0
CP053643.1_virus_genes.tsv	ENA|CP053643|CP053643.1|provirus_2342434_2382718	0	0	0
LS483301.1_virus_genes.tsv	ENA|LS483301|LS483301.1|provirus_2182347_2194537	0	0	0
CM125672.1_virus_genes.tsv	ENA|CM125672|CM125672.1|provirus_4244265_4281878	0	0	0
CP142351.1_virus_genes.tsv	ENA|CP142351|CP142351.1|provirus_34646_74372	0	0	0
CP056747.1_virus_genes.tsv	ENA|CP056747|CP056747.1|provirus_3975420_4028683	1	1	2
CP047303.1_virus_genes.tsv	ENA|CP047303|CP047303.1|provirus_748185_782534	1	1	2
CP032295.1_virus_genes.tsv	ENA|CP032295|CP032295.1|provirus_2232203_2248730	0	0	0
OX291528.1_virus_genes.tsv	ENA|OX291528|OX291528.1|provirus_4136890_4171455	0	0	0
CP137459.1_virus_genes.tsv	ENA|CP137459|CP137459.1|provirus_2370993_2415636	0	0	0
CP086287.1_virus_genes.tsv	ENA|CP086287|CP086287.1|provirus_1094207_1128398	0	1	1
CP080759.1_virus_genes.tsv	ENA|CP080759|CP080759.1|provirus_1842299_1891654	0	0	0
CP062758.1_virus_genes.tsv	ENA|CP062758|CP062758.1|provirus_3821471_3858637	2	1	3
CP041590.1_virus_genes.tsv	ENA|CP041590|CP041590.1|provirus_97134_144817	1	1	2
CM133233.1_virus_genes.tsv	ENA|CM133233|CM133233.1|provirus_3338220_3388258	1	1	2
OV040719.1_virus_genes.tsv	ENA|OV040719|OV040719.1|provirus_629725_649892	0	0	0
CP114979.1_virus_genes.tsv	ENA|CP114979|CP114979.1|provirus_2840753_2879155	0	0	0
CP053705.1_virus_genes.tsv	ENA|CP053705|CP053705.1|provirus_1230916_1275365	0	0	0
CP018450.1_virus_genes.tsv	ENA|CP018450|CP018450.1|provirus_3739255_3770041	1	1	2
CM132214.1_virus_genes.tsv	ENA|CM132214|CM132214.1|provirus_875316_892068	0	0	0
CP062708.1_virus_genes.tsv	ENA|CP062708|CP062708.1|provirus_4439088_4465706	0	0	0
CP033833.1_virus_genes.tsv	ENA|CP033833|CP033833.1|provirus_6596395_6648987	0	0	0
CP195633.1_virus_genes.tsv	ENA|CP195633|CP195633.1|provirus_6587425_6637408	0	0	0
CP135836.1_virus_genes.tsv	ENA|CP135836|CP135836.1|provirus_1496281_1517787	0	0	0
CP029945.1_virus_genes.tsv	ENA|CP029945|CP029945.1|provirus_3492993_3530215	1	1	2
LR135394.1_virus_genes.tsv	ENA|LR135394|LR135394.1|provirus_2580628_2621115	0	0	0
CP130115.1_virus_genes.tsv	ENA|CP130115|CP130115.1|provirus_638882_668850	0	0	0
CP020514.1_virus_genes.tsv	ENA|CP020514|CP020514.1|provirus_4741355_4777899	0	0	0
CP047275.1_virus_genes.tsv	ENA|CP047275|CP047275.1|provirus_3336862_3368385	1	1	2
CP174859.1_virus_genes.tsv	ENA|CP174859|CP174859.1|provirus_1_10570	0	0	0
CP170771.1_virus_genes.tsv	ENA|CP170771|CP170771.1|provirus_1271157_1278378	0	0	0
CP028217.1_virus_genes.tsv	ENA|CP028217|CP028217.1|provirus_3680355_3708213	0	0	0
CP038644.1_virus_genes.tsv	ENA|CP038644|CP038644.1|provirus_3589242_3639198	0	1	1
CP031256.1_virus_genes.tsv	ENA|CP031256|CP031256.1|provirus_2185030_2196634	0	0	0
CP181138.1_virus_genes.tsv	ENA|CP181138|CP181138.1|provirus_1970767_2013579	0	0	0
CP031249.1_virus_genes.tsv	ENA|CP031249|CP031249.1|provirus_1440041_1451224	1	1	2
CP123080.1_virus_genes.tsv	ENA|CP123080|CP123080.1|provirus_2754949_2790492	1	0	1
CP031623.1_virus_genes.tsv	ENA|CP031623|CP031623.1|provirus_1853843_1864972	0	0	0
CP028647.1_virus_genes.tsv	ENA|CP028647|CP028647.1|provirus_2158376_2178259	0	0	0
CP175228.1_virus_genes.tsv	ENA|CP175228|CP175228.1|provirus_1658937_1672322	0	0	0
CP033056.1_virus_genes.tsv	ENA|CP033056|CP033056.1|provirus_1643045_1683586	1	1	2
CP007041.1_virus_genes.tsv	ENA|CP007041|CP007041.1|provirus_1094565_1146612	0	0	0
CP091198.1_virus_genes.tsv	ENA|CP091198|CP091198.1|provirus_2_35321	0	0	0
CP019512.1_virus_genes.tsv	ENA|CP019512|CP019512.1|provirus_1262272_1275644	0	0	0
