accession	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
AP026721.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026723.1	ENA|AP026723|AP026723.1	56107	No terminal repeats	63	11	0.9915	NA	1	16.8968	NA	NF033068
AP026725.1	ENA|AP026725|AP026725.1	5143	No terminal repeats	6	11	0.9902	NA	1	3.1574	MOBV	NA
AP026772.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026773.1	ENA|AP026773|AP026773.1	138954	No terminal repeats	158	11	0.9898	NA	7	38.6073	FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsL	NF012176;NF000424;NF033115;NF012174
AP026774.1	ENA|AP026774|AP026774.1	235911	No terminal repeats	283	11	0.9873	NA	1	51.4910	MOBP2	NF033693
AP026775.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026776.1	ENA|AP026776|AP026776.1	25968	No terminal repeats	27	11	0.9950	NA	2	12.2764	MOBV	NF012176
AP026777.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026778.1	ENA|AP026778|AP026778.1	6308	No terminal repeats	9	11	0.9951	NA	1	8.0310	NA	NA
AP026779.1	ENA|AP026779|AP026779.1	6175	No terminal repeats	8	11	0.9956	NA	1	9.3098	NA	NA
AP026827.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026828.1	ENA|AP026828|AP026828.1	111709	No terminal repeats	129	11	0.9911	NA	20	41.0857	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;F_trbC;T_virB1	NA
AP026829.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026913.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026915.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026917.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026918.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026919.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026921.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026922.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026923.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026924.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026926.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026927.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026928.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026929.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026930.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026932.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026940.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026941.1	ENA|AP026941|AP026941.1	293280	No terminal repeats	354	11	0.9897	NA	21	58.8598	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;G_tfc2;F_traF;F_traH;F_traG;T_virB1	NA
AP026942.1	ENA|AP026942|AP026942.1	137080	No terminal repeats	174	11	0.9925	NA	21	66.4144	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF012147;NF000005
AP026943.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP026944.1	ENA|AP026944|AP026944.1	4858	No terminal repeats	8	11	0.9943	NA	2	3.7423	MOBP1	NA
AP027134.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027135.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027136.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027137.1	ENA|AP027137|AP027137.1	85996	No terminal repeats	98	11	0.9921	NA	2	33.2065	NA	NF012176
AP027138.1	ENA|AP027138|AP027138.1	58872	No terminal repeats	57	11	0.9926	NA	2	21.5491	NA	NA
AP027185.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027186.1	ENA|AP027186|AP027186.1	65443	No terminal repeats	76	11	0.9954	NA	27	66.1013	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
AP027187.1	ENA|AP027187|AP027187.1	6744	No terminal repeats	7	11	0.9946	NA	2	6.5041	NA	NA
AP027221.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027222.1	ENA|AP027222|AP027222.1	248456	No terminal repeats	299	11	0.9902	NA	4	78.4607	MOBP2;MOBP2	NF033068;NF012176
AP027223.1	ENA|AP027223|AP027223.1	71754	No terminal repeats	80	11	0.9929	NA	4	33.7147	FATA_trsC;FATA_trsD;FATA_trsL	NF033693;NF033115
AP027224.1	ENA|AP027224|AP027224.1	12309	No terminal repeats	17	11	0.9954	NA	2	18.6196	NA	NA
AP027225.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027226.1	ENA|AP027226|AP027226.1	8744	No terminal repeats	13	11	0.9944	NA	3	12.5525	NA	NA
AP027227.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027228.1	ENA|AP027228|AP027228.1	246962	No terminal repeats	300	11	0.9902	NA	4	77.3893	MOBP2;MOBP2	NF033068;NF012176
AP027229.1	ENA|AP027229|AP027229.1	71757	No terminal repeats	80	11	0.9932	NA	4	33.7147	FATA_trsC;FATA_trsD;FATA_trsL	NF033693;NF033115
AP027230.1	ENA|AP027230|AP027230.1	60121	No terminal repeats	74	11	0.9876	NA	3	7.0454	NA	NA
AP027231.1	ENA|AP027231|AP027231.1	12370	No terminal repeats	17	11	0.9956	NA	1	18.6822	NA	NA
AP027232.1	ENA|AP027232|AP027232.1	4372	No terminal repeats	7	11	0.9952	NA	2	6.6500	NA	NA
AP027233.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027234.1	ENA|AP027234|AP027234.1	246977	No terminal repeats	297	11	0.9896	NA	4	78.4607	MOBP2;MOBP2	NF033068;NF012176
AP027235.1	ENA|AP027235|AP027235.1	71749	No terminal repeats	84	11	0.9926	NA	4	33.7147	FATA_trsC;FATA_trsD;FATA_trsL	NF033693;NF033115
AP027236.1	ENA|AP027236|AP027236.1	12368	No terminal repeats	17	11	0.9955	NA	2	18.6196	NA	NA
AP027237.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027238.1	ENA|AP027238|AP027238.1	8744	No terminal repeats	13	11	0.9949	NA	2	11.8049	NA	NA
AP027294.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027295.1	ENA|AP027295|AP027295.1	243853	No terminal repeats	275	11	0.9903	NA	3	59.6057	MOBP2	NF033693;NF033068
AP027296.1	ENA|AP027296|AP027296.1	43624	No terminal repeats	45	11	0.9945	NA	3	20.0130	MOBV;FATA_trsF	NF012176;NF012176
AP027418.1	ENA|AP027418|AP027418.1	284829	No terminal repeats	310	11	0.9943	NA	18	203.2528	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1	NF000107;NF000027;NF012171;NF000402
AP027419.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027424.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027425.1	ENA|AP027425|AP027425.1	133820	No terminal repeats	152	11	0.9945	NA	32	84.4531	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF033085;NF000027;NF012178
AP027426.1	ENA|AP027426|AP027426.1	93860	No terminal repeats	109	11	0.9900	NA	5	18.2796	F_traF;MOBH	NF012174;NF012174
AP027427.1	ENA|AP027427|AP027427.1	50626	No terminal repeats	70	11	0.9901	NA	9	32.3261	T_virB11;T_virB2;T_virB8;T_virB9;T_virB10;T_virB5	NA
AP027479.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027480.1	ENA|AP027480|AP027480.1	8904	No terminal repeats	11	11	0.9942	NA	1	4.2561	NA	NF012174
AP027481.1	ENA|AP027481|AP027481.1	3371	No terminal repeats	5	11	0.9958	NA	4	5.9811	NA	NA
AP027482.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027487.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027488.1	ENA|AP027488|AP027488.1	191909	No terminal repeats	215	11	0.9944	NA	18	168.3283	t4cp1;MOBH;F_traF;F_traH;F_traG;F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traE	NF000496
AP027489.1	ENA|AP027489|AP027489.1	142006	No terminal repeats	153	11	0.9946	NA	34	86.5772	MOBF;t4cp2;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;F_traE	NA
AP027490.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027492.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027493.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027500.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027501.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027502.1	ENA|AP027502|AP027502.1	68050	No terminal repeats	87	11	0.9933	NA	8	39.3093	MOBP1;T_virB9;T_virB8;T_virB6	NA
AP027503.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027504.1	ENA|AP027504|AP027504.1	3126	No terminal repeats	3	11	0.9949	NA	2	3.0666	NA	NA
AP027505.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027666.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027667.1	ENA|AP027667|AP027667.1	120374	No terminal repeats	135	11	0.9901	NA	6	18.9006	F_traH;F_traF;MOBH	NF012174
AP027668.1	ENA|AP027668|AP027668.1	61575	No terminal repeats	76	11	0.9933	NA	8	37.4831	MOBP1;T_virB9;T_virB8;T_virB6	NA
AP027669.1	ENA|AP027669|AP027669.1	45537	No terminal repeats	64	11	0.9910	NA	9	32.8291	T_virB11;T_virB2;T_virB8;T_virB9;T_virB10;T_virB5	NA
AP027670.1	ENA|AP027670|AP027670.1	9092	No terminal repeats	11	11	0.9943	NA	1	4.2561	NA	NF012174
AP027671.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027672.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027721.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027722.1	ENA|AP027722|AP027722.1	77624	No terminal repeats	88	11	0.9941	NA	2	33.8551	NA	NF000119;NF012174;NF012174
AP027745.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027746.1	ENA|AP027746|AP027746.1	182962	No terminal repeats	187	11	0.9903	NA	3	12.9029	NA	NF012174;NF012174;NF000402;NF012174;NF000051
AP027747.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027960.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP027961.1	ENA|AP027961|AP027961.1	88388	No terminal repeats	98	11	0.9940	NA	4	42.3027	NA	NF012174
AP027962.1	ENA|AP027962|AP027962.1	33309	No terminal repeats	41	11	0.9941	NA	8	23.5167	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
AP028059.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028314.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028315.1	ENA|AP028315|AP028315.1	345780	No terminal repeats	385	11	0.9940	NA	40	245.1354	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB11;t4cp2;T_virB10;T_virB9;T_virB8;F_traH;F_traF;MOBH;t4cp1;T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB11;t4cp2	NA
AP028316.1	ENA|AP028316|AP028316.1	178823	No terminal repeats	216	11	0.9907	NA	21	69.3631	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF012147
AP028317.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028318.1	ENA|AP028318|AP028318.1	346983	No terminal repeats	385	11	0.9942	NA	40	245.1354	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB11;t4cp2;T_virB10;T_virB9;T_virB8;F_traH;F_traF;MOBH;t4cp1;T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB11;t4cp2	NA
AP028319.1	ENA|AP028319|AP028319.1	178823	No terminal repeats	216	11	0.9907	NA	21	69.3631	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF012147
AP028335.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028336.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028340.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028342.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028343.1	ENA|AP028343|AP028343.1	45331	No terminal repeats	52	11	0.9926	NA	11	26.4213	T_virB9;T_virB8;T_virB6;virb4;T_virB2;MOBP1	NA
AP028346.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028361.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028363.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028364.1	ENA|AP028364|AP028364.1	51593	No terminal repeats	55	11	0.9925	NA	9	24.3135	MOBP1;T_virB2;virb4;T_virB8;T_virB9	NA
AP028365.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028366.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028369.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028370.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028371.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028372.1	ENA|AP028372|AP028372.1	51593	No terminal repeats	55	11	0.9925	NA	9	24.3135	T_virB9;T_virB8;virb4;T_virB2;MOBP1	NA
AP028373.1	ENA|AP028373|AP028373.1	31960	No terminal repeats	43	11	0.9919	NA	9	16.6745	T_virB5;T_virB8;T_virB10;T_virB1;T_virB11;T_virB2;T_virB3	NA
AP028374.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028375.1	ENA|AP028375|AP028375.1	47498	No terminal repeats	53	11	0.9933	NA	9	24.3135	MOBP1;T_virB9;T_virB8;virb4;T_virB2	NA
AP028376.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028377.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028380.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028381.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028387.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028390.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028391.1	ENA|AP028391|AP028391.1	39148	No terminal repeats	48	11	0.9909	NA	8	23.7337	MOBP1;T_virB2;virb4;T_virB8;T_virB9	NA
AP028396.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028397.1	ENA|AP028397|AP028397.1	51593	No terminal repeats	54	11	0.9929	NA	9	24.3135	MOBP1;T_virB2;virb4;T_virB8;T_virB9	NA
AP028398.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028401.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028402.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028403.1	ENA|AP028403|AP028403.1	54765	No terminal repeats	88	11	0.9925	NA	18	30.6484	T_virB11;T_virB2;T_virB3;T_virB5;T_virB8;T_virB8;T_virB10;T_virB1;T_virB11;T_virB2;T_virB3;T_virB5;T_virB8;T_virB10;T_virB1	NA
AP028408.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028412.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028415.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028416.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028417.1	ENA|AP028417|AP028417.1	75806	No terminal repeats	86	11	0.9925	NA	2	38.9781	MOBP2	NA
AP028418.1	ENA|AP028418|AP028418.1	6303	No terminal repeats	9	11	0.9948	NA	1	8.0310	NA	NA
AP028419.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028601.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028602.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028603.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028604.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028605.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028606.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028607.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028608.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028609.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028610.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028611.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028612.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028877.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP028993.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP031218.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP031219.1	ENA|AP031219|AP031219.1	93192	No terminal repeats	106	11	0.9913	NA	1	10.5016	NA	NA
AP031220.1	ENA|AP031220|AP031220.1	55304	No terminal repeats	57	11	0.9914	NA	3	19.0247	FA_orf13	NA
AP031394.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP031395.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP031580.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP031582.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP038761.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP038762.1	ENA|AP038762|AP038762.1	136976	No terminal repeats	141	11	0.9933	NA	9	33.1201	MOBF;F_traG	NF012171
AP038763.1	ENA|AP038763|AP038763.1	2493	No terminal repeats	3	11	0.9954	NA	1	3.1262	NA	NA
AP040337.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP040340.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP040344.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP040350.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP040352.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP040355.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BA000034.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BX571856.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM125439.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM125645.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM125672.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM125922.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM125923.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM126633.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127137.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127143.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127144.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127520.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127573.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM127574.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128240.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128243.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128251.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128252.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128546.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128557.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128589.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128596.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128634.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128638.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128640.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128647.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128649.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128650.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128655.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128664.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128674.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128675.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM128866.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129628.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129629.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129630.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129631.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129775.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129777.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129778.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129779.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129780.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129837.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129876.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129903.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129918.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129921.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129925.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129926.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129939.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129940.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129941.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129942.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129947.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129948.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129949.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129950.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129951.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129959.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129960.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129961.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129970.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM129971.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130014.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130017.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130032.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130034.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130036.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130039.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130041.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130044.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130063.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130085.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130719.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130736.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM130737.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132214.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132255.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132275.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132277.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132286.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132300.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132336.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132338.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132339.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132537.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132593.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM132596.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM133233.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM133240.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM135756.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP000025.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP000057.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP000114.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP000241.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP000242.1	ENA|CP000242|CP000242.1	9370	No terminal repeats	7	11	0.9924	NA	2	3.3035	MOBP1	NA
