resolved_accession	length
CP069852.1	8731
CP136186.1	5345
CP050392.1	70712
CP151690.1	3984359
CP113080.1	3952981
CP064194.1	3973254
CP137059.1	3975597
CP038262.1	3708164
CP040086.1	11194
CP136167.1	3850979
CP117762.1	4005723
CP104447.1	335722
CP191606.1	10584
CP191667.1	11945
CP162145.1	4089412
CP196960.1	148955
CP184584.1	72254
CP046547.1	19653
CP191612.1	5281
CP050391.1	8731
CP115633.1	19659
CP190360.1	16092
CP048132.1	6078
CP151688.1	4084924
CP087342.1	9203
CP178407.1	12709
CP106991.1	2272
CP066235.1	4002997
CP161998.1	4644
CP191662.1	3933463
CP116803.1	3953036
CP091350.1	3922329
CP048850.1	2277
CP175830.1	9188
CP149833.1	73301
CP191591.1	2726
CP010780.1	112157
CP076742.1	3971992
CP018333.1	112773
CP159579.1	3989450
CP043180.1	3843574
CP169298.1	4139231
CP096696.1	4023486
CP134547.1	4035273
CP099989.1	3931555
CP144239.1	112154
CP104350.1	4091503
CP134551.1	77531
CP175880.1	5431
CP072291.1	218105
CP017655.1	72073
CP043461.1	10864
CP040261.1	14880
CP131902.1	8731
CP107584.1	19663
CP137069.1	3983598
CP050526.1	4000831
CP161994.1	8731
CP096723.1	112157
CP191638.1	4157127
AP025532.1	71826
CP032742.1	28674
CP125855.1	4079383
CP184599.1	3932134
CP195678.1	70099
CM125923.1	3796602
CP085790.1	7039
CP121614.1	2063
CP199980.1	71287
CP121612.1	3993401
CP171396.1	3856874
CP020597.1	4077713
CP166164.1	73301
AP023080.1	13096
CP149802.1	78023
CP134577.1	93646
CP131903.1	3879730
CP175839.1	5679
CP091375.1	3995974
CP040084.1	3977630
CP012007.1	169023
CP107600.1	110194
OZ197095.1	3808467
CP137056.1	131359
CP065434.1	6667
CP107597.1	3959544
CP077844.1	38952
CP059388.1	9458
CP185766.1	3706147
LN997847.1	7742
CP184606.1	167788
CP121345.1	4155182
CP195681.1	70100
CP136171.1	3842503
CP184602.1	84263
CP020585.1	111999
CP046548.1	10864
CP076740.1	8954
CP179871.1	162333
CP039343.1	4044095
CP117759.1	3857901
CP115640.1	107426
CP190372.1	14376
CP017642.1	3963217
CP050387.1	7540
CP064193.1	8970
CP157343.1	107426
CP113447.1	5870
CP184610.1	78031
CP096720.1	4081885
CP072297.1	87529
CP115632.1	3977492
CP026711.1	4028761
CP051871.1	8495
CP023034.1	3980012
CP096901.1	3495
CP112860.1	3846216
CP136169.1	3877162
CP062921.1	72831
CP159581.1	8731
CP149840.1	8963
CP049315.1	11844
CP115621.1	3957770
CP094285.1	71194
CP142896.1	7223
CP087315.1	14545
CP050405.1	14906
AP022238.1	3727647
CP060285.1	3909403
CP134561.1	52288
CP084728.1	8731
CP024612.1	3913931
CP021784.1	2343
CP091465.1	3853966
CP018255.1	17583
CP169846.1	16095
CP059730.1	7055
CP087309.1	3847724
CP033872.1	35502
AP022239.1	114365
JBREFZ000000000.1	122571
JBREFZ000000000.1	17623
JBREFZ000000000.1	244569
JBREFZ000000000.1	3655
JBREFZ000000000.1	17006
JBREFZ000000000.1	16618
JBREFZ000000000.1	32209
JBREFZ000000000.1	3761
JBREFZ000000000.1	73476
JBREFZ000000000.1	3978
JBREFZ000000000.1	9453
JBREFZ000000000.1	196413
JBREFZ000000000.1	5798
JBREFZ000000000.1	2821
JBREFZ000000000.1	44642
JBREFZ000000000.1	167883
JBREFZ000000000.1	21404
CP178421.1	2924
CP184588.1	77944
CP178386.1	3933708
CP191379.1	3952309
CP074699.1	8709
CP195675.1	3986642
CP169799.1	16997
CP159519.1	4000832
CP050409.1	2457
CP060995.1	91773
CP131887.1	70796
CP188285.1	2924
CP134587.1	116413
CP117729.1	8731
CP098522.1	198716
CP038258.1	3752576
CP035045.1	3915869
CP053220.1	63650
CP191595.1	2726
CP116801.1	3952978
CP051866.1	3873866
CP087352.1	70098
CP029569.1	3975885
CP144563.1	4021883
CP039932.1	55269
CP159522.1	4001326
CP104346.1	50025
CP151691.1	145482
CM125921.1	3796581
CP125224.1	14639
CP151702.1	3687116
CP072277.1	68225
CP051476.1	6974
CM129811.1	3786700
CP065433.1	9395
CP039993.1	3975485
AP031588.1	3983760
CP035184.1	3937511
CP066231.1	8731
CP190363.1	3770702
CP098791.1	4145318
CP107608.1	3965152
CP160131.1	80390
CP188272.1	2924
CP064202.1	8969
CP191652.1	8370
CP169862.1	21592
CP191187.1	129510
CM132595.1	4006559
CP191189.1	3770701
CP030107.1	2372
CP091173.1	3907300
CP121377.1	113985
CP191649.1	302243
CP041035.1	4130187
CP159524.1	4001356
CP090183.1	11179
CP096731.1	3958500
CP133708.1	101308
CP169793.1	9830
CP191663.1	75650
CP140423.1	25838
CP050433.1	226394
CP043452.1	3951609
CP050388.1	3948250
CP188281.1	3872469
CP064203.1	3973223
CP113077.1	3937483
CP096721.1	112155
CP080455.1	6772
CP169845.1	56513
CP137063.1	70796
CP144241.1	11194
CP039930.1	3963137
CP116680.1	4010093
JBRNWS000000000.1	136294
JBRNWS000000000.1	9873
JBRNWS000000000.1	35662
JBRNWS000000000.1	70711
JBRNWS000000000.1	8028
JBRNWS000000000.1	37512
JBRNWS000000000.1	64423
JBRNWS000000000.1	56597
JBRNWS000000000.1	47383
JBRNWS000000000.1	85621
CP131890.1	110967
CP050912.1	71194
CP027607.1	3944627
CP050907.1	4038616
CP191605.1	5281
CP006768.1	3763012
JBQOVL000000000.1	71938
JBQOVL000000000.1	10431
JBQOVL000000000.1	16954
JBQOVL000000000.1	23311
JBQOVL000000000.1	110323
JBQOVL000000000.1	1690
JBQOVL000000000.1	12324
JBQOVL000000000.1	16524
JBQOVL000000000.1	60974
JBQOVL000000000.1	2658
JBQOVL000000000.1	69243
JBQOVL000000000.1	80246
JBQOVL000000000.1	61751
JBQOVL000000000.1	36051
JBQOVL000000000.1	27118
JBQOVL000000000.1	140863
JBQOVL000000000.1	122
CP142100.1	3918444
CP196468.1	3933379
CP045110.1	3981941
CP169816.1	13740
CP076818.1	99399
CP157255.1	3933752
CP012005.1	148955
CP023032.1	13478
CP139208.1	3921766
CP107603.1	3976868
CP145430.1	3935091
CP050422.1	8731
CP199983.1	17461
CP175852.1	3600
CP027122.1	113706
CP144246.1	2742
CP020580.1	90973
CP144561.1	6020
CP155462.1	2025
CP149832.1	108159
CP040085.1	23294
CP121625.1	3994773
CP144559.1	4001395
CP020593.1	74241
CP076743.1	8964
CP027123.1	3993838
AP023078.1	73028
CP154373.1	94306
CP076822.1	11714
CP162148.1	2343
CP009257.1	4335793
CP175857.1	99696
CP048851.1	132632
CP026125.1	3787376
CP159766.1	2277
CP050909.1	71194
CP131899.1	87483
CP029573.1	8963
CP042561.1	5234
CP134559.1	57699
CP195694.1	68113
CP121561.1	68813
CP163386.1	4534
CP194655.1	3861
CP048828.1	264805
CP058291.1	9540
CP010779.1	4087343
CP175879.1	110967
CP096698.1	4044073
CP175850.1	11050
CP163383.1	87240
CP191636.1	10585
CP136166.1	3842192
CP038644.1	3827138
CP191646.1	5281
CP131892.1	8970
CP134595.1	3979456
CP179878.1	11196
CP048131.1	4027041
CP161993.1	86344
CP121372.1	113985
CP050397.1	1025
CP072278.1	7540
CP016299.1	110967
CP181856.1	8726
CP142898.1	17206
CP033876.1	3977231
CP157260.1	3895133
CP199966.1	19194
CP096767.1	110967
CP072298.1	7540
CP121365.1	3715713
CP087594.1	3891862
CP077837.1	3980610
CP013925.1	52517
CP169783.1	16606
CP113448.1	5053
CP106989.1	67024
CP188273.1	2285
JBRRHA000000000.1	100284
JBRRHA000000000.1	79231
JBRRHA000000000.1	4889
JBRRHA000000000.1	9702
JBRRHA000000000.1	25579
JBRRHA000000000.1	85030
JBRRHA000000000.1	20888
JBRRHA000000000.1	127487
JBRRHA000000000.1	74243
CP113442.1	3881444
CP190384.1	126128
CP123856.1	12080
CP018332.1	3686342
CP121378.1	14212
CP072300.1	4095769
CP175843.1	3925934
CP017648.1	4006639
CP072401.1	7540
CP155459.1	108159
CP194652.1	13276
CP014216.1	74241
CP179700.1	8731
CP104909.1	71276
CP096692.1	4014226
CP195696.1	19660
CP144255.1	3997810
CP087328.1	3864566
CP136170.1	4804
CP087305.1	9083
CP191603.1	4142526
CP137067.1	17462
CP107591.1	67019
CP040050.1	4082961
CP043910.1	3961713
CP143345.1	110967
CP169860.1	66037
CP134579.1	3673121
CP027611.1	4233827
CP134576.1	110967
CP195697.1	68113
CU459137.1	5644
CP074709.1	148956
CP195679.1	4050599
CP136173.1	3915620
CP163041.1	8731
CP096733.1	71479
CP133071.1	111587
CP142897.1	74647
CP175861.1	6078
CP087333.1	110738
CP121590.1	8730
CP128373.1	114700
CP149834.1	14639
CP107612.1	3964660
CP179879.1	13932
CP155478.1	73301
CP151689.1	145709
CP066237.1	3996492
CP104906.1	8731
CP040427.1	10967
CP051877.1	8495
CP175652.1	106970
CP134571.1	4014535
CP087316.1	6078
CP151695.1	145482
CP075322.1	110967
CP169854.1	10947
CP178415.1	2924
CP151704.1	4015145
CP014215.1	4075545
CP024613.1	4000452
CP144562.1	1967
CP179695.1	10848
CP007713.1	8006
CP069841.1	76933
CP169842.1	3642404
CP159625.1	4001346
CP072283.1	7540
CP184592.1	78030
CP074712.1	11303
CP084729.1	69524
CP039520.1	3915428
CP072271.1	218105
CP059389.1	5688
CP087339.1	11244
CP072529.1	7145
CP043463.1	110967
CP121597.1	8731
AP014650.1	189354
CP155456.1	107426
CP104353.1	9935
CP133718.1	90078
CP116804.1	110969
CP144250.1	71277
CP066016.1	4040084
CP015365.1	13478
CP012008.1	87569
CP035186.1	3944921
CP188770.1	4005372
CP048134.1	74916
CP018422.1	69069
CP134558.1	3981470
CP121366.1	101824
CP191620.1	4151484
CP191246.1	16469
CP150099.1	7146
CP143349.1	108159
CP066017.1	10308
CP175804.1	4190510
CP102765.1	31683
CP020584.1	3974901
CP175825.1	3927123
CP185769.1	8589
CP131891.1	70797
CP103413.1	3921320
CP157256.1	8731
CP191656.1	108110
CP019114.1	3927258
CP137061.1	3931253
AP022240.1	10735
CP191188.1	4007770
CP121583.1	3948484
CP016300.1	3990003
CP062920.1	113139
CP199969.1	17462
CP077842.1	11194
CP157344.1	3889148
CP113451.1	2214
CP157342.1	3884767
CP045109.1	9540
CP046556.1	10864
CP121584.1	17460
CP087351.1	4090260
CP149801.1	84632
CP191621.1	2726
CP178420.1	4554
CP175828.1	35710
CP092485.1	3887026
CP096755.1	4066680
CP087320.1	1504
CP000863.1	3904116
CP021785.1	4484
CP025267.1	74241
CP121598.1	4032492
CP001923.1	8041
CP185768.1	4069666
CP027245.2	70509
CP133716.1	5281
CP190385.1	106927
CP043454.1	10879
CP191657.1	41074
CP139829.1	4217
CP171398.1	3856788
CP003849.1	3906795
CP007714.1	6076
CP191380.1	10967
CP072275.1	4095769
CP139205.1	93710
CP054302.1	4082498
CP042842.1	67023
CP131896.1	3912496
CP159526.1	4001356
CP017653.1	70884
CP162302.1	7381
CP175870.1	195830
CP169813.1	14242
CP033770.1	6078
CP113450.1	2297
CP178406.1	3864633
CP178413.1	12709
CP133707.1	265260
CP178253.1	3750380
CP121369.1	39272
CP129245.1	4039269
CP064195.1	112156
CP134572.1	112293
AP024803.1	90090
CP137074.1	74241
CP087326.1	113509
CP066236.1	73361
CP195699.1	43628
LT594096.1	8015
CP091452.1	3948028
CP147863.1	31724
CP191648.1	3680721
CP050394.1	3383
CP020591.1	3884414
CP072306.1	55356
CP175826.1	11194
CP028138.1	3751581
CP084726.1	69524
CP162147.1	8731
CP091358.1	4103179
CP113078.1	3995103
CP096900.1	5503
CP074697.1	112156
CP091453.1	8731
CP190383.1	3710267
CP169775.1	16756
CP178417.1	2309
CP049365.1	8031
CP107585.1	3966206
CP179701.1	2278
CP166165.1	14639
AP031577.1	3901334
CP191589.1	3923256
CP184609.1	3932125
CP033870.1	6667
CP123857.1	14985
CP033243.1	4006665
CP121589.1	68108
CP066238.1	73361
CP136184.1	14128
CP169806.1	169023
AP025531.1	3938810
CP121368.1	19102
CP156047.1	4000
CP195999.1	9069
CP020579.1	3972565
CP102763.1	133579
CP113075.1	13409
CP072282.1	87529
CP169766.1	114847
CP113444.1	17980
CP072280.1	4096957
CP140433.1	14639
CP041149.1	82016
CP072285.1	4080146
CP175871.1	14879
CP096897.1	62124
CP175642.1	4087022
CP038500.1	4017696
CP066240.1	8731
CP155476.1	3989019
CP050420.1	2762
CP061524.1	110967
CP003968.1	7416
CP042557.1	327867
CP179881.1	6078
CP091336.1	3871059
CP021342.1	3947826
CP018257.1	110964
CP199963.1	2060
CP035048.1	10945
CP175827.1	3984000
CP003501.1	77528
CP191608.1	4089075
CP008707.1	83610
CP072307.1	6520
CP107592.1	11625
CP079934.1	11302
CP104349.1	50025
CP191599.1	4142518
CP190371.1	113681
CP151700.1	3971674
CP024418.1	3999012
CP195705.1	3997065
CP008850.1	8737
CP077828.1	3912345
CP133070.1	3885357
CP031446.1	10879
CP104298.1	106589
CP072289.1	5679
CP185771.1	6705
CP087595.1	8571
CP195676.1	112330
CP100306.1	74294
CP149800.1	3787180
CP050435.1	9847
CP051869.1	4100469
CP023026.1	4031086
CP169849.1	10967
CP169836.1	16095
CP079931.1	3902119
CP144247.1	3950277
CP072398.1	4081424
CP116681.1	8731
CP010399.1	47274
CP195703.1	3972986
CP090182.1	3910435
CP144565.1	1967
JBSOQW000000000.1	35940
JBSOQW000000000.1	55918
JBSOQW000000000.1	37728
JBSOQW000000000.1	42193
JBSOQW000000000.1	46504
JBSOQW000000000.1	56191
JBSOQW000000000.1	131623
JBSOQW000000000.1	42707
JBSOQW000000000.1	21015
JBSOQW000000000.1	13107
JBSOQW000000000.1	102801
JBSOQW000000000.1	39366
JBSOQW000000000.1	26310
JBSOQW000000000.1	17817
JBSOQW000000000.1	84076
JBSOQW000000000.1	41783
CP091363.1	3897771
CP046537.1	112007
CP102832.1	22388
CP191654.1	5414
CP191634.1	4143287
CP169782.1	4017515
CP053216.1	55394
CP051864.1	67097
CP175838.1	14809
LT594095.1	4042750
CP096699.1	110970
CP179883.1	4010550
CP121610.1	110967
CP104337.1	50089
CP072296.1	218105
CP140420.1	4154379
CP188276.1	70426
CP065051.1	3876694
CP107611.1	19667
CP169815.1	13738
CP199973.1	64808
CP144256.1	11193
CP140436.1	108159
CP051872.1	8215
CP014539.1	3977071
CP072276.1	218105
CP169792.1	69058
CP084730.1	3989720
CP047976.1	9132
CP039521.1	5602
CP050914.1	3958415
CP175855.1	5679
CP027610.1	16095
CP157480.1	3969786
CP077834.1	8731
CP179876.1	6078
CP121613.1	17446
CP127906.1	3809697
CP155722.1	107426
CP096744.1	71278
CP184608.1	102462
CP060011.1	3870560
CP047975.1	100072
CP012954.1	6078
CP190388.1	27678
CP018256.1	3982140
CP104907.1	3952388
CP134589.1	4029521
CP134600.1	110965
CP061519.1	4037191
CP157867.1	11194
CP191623.1	16095
CP026128.1	110754
CP091345.1	3937922
CP017654.1	3982361
CP175856.1	3978580
CP107593.1	3870190
CP133717.1	3888287
CP196470.1	86728
CP191596.1	5281
CP091344.1	3995387
CP050401.1	3943808
CP155724.1	3899843
CP190374.1	15987
CP116388.1	169443
CP140438.1	4049581
CP139204.1	3790387
AP031581.1	3881570
CP033769.1	97783
CP190373.1	16761
CP096766.1	4049238
CP040051.1	189343
JBQOVM000000000.1	68785
JBQOVM000000000.1	111253
JBQOVM000000000.1	56988
JBQOVM000000000.1	85254
JBQOVM000000000.1	67225
JBQOVM000000000.1	14320
JBQOVM000000000.1	67321
JBQOVM000000000.1	11391
JBQOVM000000000.1	19193
JBQOVM000000000.1	6494
JBQOVM000000000.1	17976
JBQOVM000000000.1	48995
CP145431.1	1968
CP147862.1	4031571
CP071763.1	3965259
CP169784.1	16606
CP191651.1	11961
CP121558.1	17462
CP103414.1	11193
CP163382.1	3917464
CP134565.1	3962501
CP072274.1	5679
CP138324.1	3682338
CP050395.1	2673
CP020576.1	8730
AP031583.1	4033665
CP151708.1	145508
CP171792.1	110967
CP179877.1	6202
CP101654.1	8731
CP191665.1	21686
CP190386.1	16095
CP031383.1	4076210
CP121580.1	8848
CP199974.1	16503
CP091172.1	4125503
CP072528.1	97035
CP019217.1	3909773
CP083182.1	104309
CP107596.1	19667
CP107581.1	3961871
CP131898.1	4028712
CP104299.1	72233
CP175885.1	7540
CP054416.1	4061278
CP084723.1	69524
CP169789.1	76653
CP184587.1	3932128
CP169781.1	16464
CP096734.1	3952283
CP195685.1	17466
CM125434.1	4106821
CP091367.1	4106222
CP179874.1	177375
CP096714.1	3980342
CP152385.1	8731
CP038502.1	47417
CP178412.1	3863348
CP115642.1	107426
CP113452.1	2024
CP140432.1	108159
CP096707.1	4058423
CP139207.1	1691
CP123854.1	3808349
CP191645.1	2726
CP096686.1	4034872
CP134569.1	5936
CP054560.1	4021945
CP113071.1	3750940
CP158366.1	4001356
CP195695.1	3952840
CP154376.1	2278
JBQOVO000000000.1	181302
JBQOVO000000000.1	79202
JBQOVO000000000.1	12489
JBQOVO000000000.1	5744
JBQOVO000000000.1	20177
JBQOVO000000000.1	64747
JBQOVO000000000.1	148093
JBQOVO000000000.1	11997
JBQOVO000000000.1	88402
JBQOVO000000000.1	268416
CP184594.1	184469
CP110463.1	6078
CP107602.1	19667
CP115645.1	3917468
CP098521.1	4056235
CP136179.1	3841316
CP131888.1	8970
CP169796.1	17003
CP125225.1	3892434
CP169847.1	5281
CP191244.1	4016449
CP116802.1	110964
CP026338.1	4089681
CP113072.1	3749418
CP027183.1	4078507
CP191610.1	16095
CP001182.2	4055148
JBRZLG000000000.1	39169
JBRZLG000000000.1	3306
JBRZLG000000000.1	14929
JBRZLG000000000.1	68544
JBRZLG000000000.1	21409
JBRZLG000000000.1	24235
JBRZLG000000000.1	59498
JBRZLG000000000.1	29677
JBRZLG000000000.1	66768
JBRZLG000000000.1	51090
JBRZLG000000000.1	115055
CP143347.1	110967
CP157866.1	4033245
CP096899.1	6930
CP103341.1	13439
CP077832.1	3978561
CP059476.1	57742
CP077801.1	4084922
CP099856.1	3901819
AP031584.1	184204
CP156936.1	20549
CP098797.1	135066
CP179705.1	4053632
CP077846.1	3891293
CP032055.1	3896541
CP091368.1	3976873
CP003846.1	3951920
CP050908.1	110967
CP088897.1	4554
CP050400.1	3982992
CP169810.1	183665
CP087327.1	10080
AP031580.1	3851951
CP091339.1	3875531
CP096736.1	77540
CP191592.1	5281
CP074586.1	18598
CP159528.1	4001356
CP169798.1	3918551
CP169838.1	6780
CP035043.1	3930797
CP161991.1	7596
CP087355.1	70098
CP136183.1	3997947
AP025533.1	10786
CP144254.1	11149
CP138325.1	7146
CP169375.1	3809929
CP021347.1	3824908
CP077831.1	11193
CP033244.1	8536
CP195163.1	3980489
CP059544.1	11020
CP050416.1	150385
CP015366.1	80546
CP171394.1	4042586
CP044521.1	12731
CP188286.1	2742
CP188280.1	70426
CP175859.1	16470
CP051865.1	19853
CP169864.1	9507
CP064375.1	3980879
CP113070.1	3751367
CP060012.1	8731
CP199977.1	3995263
CP151718.1	145508
LN997846.1	3939746
CP072126.1	5679
CP092486.1	8731
CM125919.1	3796629
CP147864.1	76933
CP195680.1	10966
CP194386.1	3985743
CP175840.1	2278
CP096898.1	10966
CP157250.1	72322
CP043460.1	19653
CP121562.1	9763
CP113074.1	4017814
CP191601.1	5281
CP179886.1	76810
CP050523.1	4052480
CP084727.1	3989875
CP091349.1	3921587
CP087349.1	71410
CP121611.1	21454
CP154377.1	1810
JN377410.2	48368
CP024578.1	79335
CP050524.1	8730
CP121565.1	12723
CP096695.1	78842
CP133710.1	6508
CP169875.1	146397
CP017656.1	3973763
CP091466.1	8808
CP041148.1	3998399
CP145435.1	17051
CP179699.1	4026730
CP084297.1	3893116
CP018679.1	6078
CP178354.2	3965450
CP084731.1	8731
JBQWDW000000000.1	127124
JBQWDW000000000.1	4916
JBQWDW000000000.1	1362
JBQWDW000000000.1	27069
JBQWDW000000000.1	69056
JBQWDW000000000.1	31639
JBQWDW000000000.1	11784
JBQWDW000000000.1	91335
JBQWDW000000000.1	58915
JBQWDW000000000.1	40474
JBQWDW000000000.1	45270
JBQWDW000000000.1	156043
JBQWDW000000000.1	140431
CP014541.1	3908399
CP196932.1	8731
CP030109.1	84678
CP162149.1	2083
CP060013.1	3871732
CP159580.1	72254
CP178355.1	6078
CP074710.1	3929655
CP179880.1	3943904
CP043472.1	10879
CP178356.1	8731
CP041587.1	3798644
AP024809.1	4293
CP175649.1	111038
CP073061.1	91083
CP023030.1	95206
CP132916.1	108969
CP050427.1	18783
CP110465.1	75126
CP109836.1	4105371
CP104347.1	4095798
CP096701.1	110966
CP121578.1	8733
CP072287.1	87529
CP087310.1	111162
CP040081.1	11933
CP096812.1	3763904
LS483472.1	4044162
CP169876.1	9638
CP134543.1	77479
CP156045.1	9844
CP184607.1	3932146
CP053100.1	11302
CP107728.1	3917600
CP169861.1	34806
CP020574.1	3966348
CP003888.1	70167
CP175853.1	3958658
CP074695.1	3972042
CP113073.1	3750381
CP121560.1	4003247
CP096894.1	4000033
CP042558.1	59744
CP169832.1	3866866
CP026129.1	130044
CP195700.1	3972215
CP175869.1	3999653
CP026706.1	72105
CP020595.1	3930178
CP024124.1	3991735
CP023022.1	3736581
CP001183.2	8731
CP144238.1	4034913
CP197592.1	3812954
CP021787.1	86334
CP091371.1	3991978
CP079944.1	3903346
CP026127.1	39359
CP197591.1	3812959
CP087322.1	21542
CP076807.1	3947573
CP104340.1	4091603
CP031445.1	112216
CP077836.1	73444
CP196886.1	68567
CP024125.1	110967
CP161990.1	115424
CP191644.1	4054121
CP050432.1	3886190
CP087308.1	2097
CP175884.1	7695
CP121586.1	3996158
CP196471.1	46187
CP050404.1	99090
CP179875.1	3946353
CP152384.1	86324
CP175847.1	170970
CP091596.1	4161539
CP144252.1	3938025
CP104297.1	4057466
CP096683.1	22367
CP115626.1	3932146
CP003848.1	52268
CP178410.1	2742
CP134542.1	5490
CP040259.1	4143962
CP072526.1	3749053
CP169801.1	3965673
CP157257.1	3980841
CP161988.1	7596
CP087324.1	14741
CP196985.1	4101453
CP079942.1	4010274
CP151706.1	146537
CP175865.1	91203
CP175846.1	3876720
CP021326.1	4108882
CP090607.1	4264976
CP014538.1	3846621
CP169833.1	3893290
CP139836.1	3931541
CP096718.1	21174
CP199971.1	70543
CP159765.1	8251
CP194385.1	3976648
CP110467.1	124107
CP018677.1	3974606
CP096818.1	3985705
CP017649.1	121485
CP077826.1	3980750
CP175863.1	4256762
CP035047.1	74091
CP029571.1	71234
CP076802.1	88371
CP139826.1	91669
CP076815.1	55507
CP003907.1	20139
CP096706.1	71277
CP174092.1	73859
CP096757.1	3991996
CP076806.1	11204
CP104352.1	335718
CP104911.1	8731
CP195682.1	2374
CP061514.1	3984725
CP188291.1	3793525
CP191611.1	4141346
CP184604.1	102424
CP040426.1	111449
CP140439.1	73301
CP050399.1	359
CP114383.1	2343
CP096717.1	4039080
CP166162.1	4044931
CP121577.1	3982212
CP050389.1	16470
CP121367.1	113985
CP104335.1	4089165
CP194657.1	13276
CP101653.1	3974434
CP179697.1	8731
CP188772.1	6218
CP098795.1	4048264
CP104296.1	73444
CP191664.1	35143
CP145434.1	4036
CP194659.1	9656
CP096735.1	4055664
CP020575.1	8718
CP169803.1	17004
CP107599.1	3871741
CP175866.1	14809
CP191671.1	11230
CP121631.1	2277
CP046554.1	3992270
CP169851.1	110968
CP151701.1	132530
CP195683.1	4042931
CP134546.1	77525
CP159763.1	3937054
CP049240.1	3764882
CP179709.1	4047310
CP076817.1	3970830
CP191670.1	302197
CP134586.1	3784191
CP115623.1	3957706
CP191661.1	15288
CP181859.1	8737
CP133715.1	7818
CP162301.1	9501
CP038650.1	6944
CP048849.1	4173759
CP051875.1	4091477
CP133711.1	2968
CP033109.1	148955
CP175862.1	4782
CP144249.1	3962015
CP113443.1	115742
CP077835.1	3999531
CP169786.1	106927
CP161999.1	3830155
CP043417.1	3936362
CP020594.1	98301
CP087303.1	4677
CP115647.1	2775
CP140422.1	56458
CP084722.1	8731
CP046550.1	19653
CP159523.1	4001363
CP133709.1	10891
CP104752.1	110967
CP142893.1	6884
CP096758.1	11194
CP087353.1	11084
CP087318.1	37306
CP107601.1	3966293
CP012956.1	47457
CP137060.1	71828
CP014540.1	3879636
CP020592.1	3913358
CP191585.1	4147277
CP096708.1	77531
CP051868.1	10662
CP023031.1	3986569
CP137070.1	73264
CP053215.1	3912346
CP016297.1	74090
CP053221.1	9613
CP050528.1	5679
CP045108.1	7655
CP091364.1	4118848
CP050413.1	70098
CP040082.1	9605
CP033110.1	3902037
CP187580.1	15111
CP074700.1	112156
CP121559.1	2254
CP017646.1	3983069
CP021786.1	8731
CP024611.1	3966912
CP023023.1	5300
CP070364.1	8731
CP188269.1	3901890
CP196959.1	3860341
CP087301.1	47260
CP084298.1	162264
CP076809.1	17469
CP157249.1	3936628
CP024419.1	33036
CP128374.1	7596
CP076811.1	6829
CP140424.1	3853
CP134553.1	3903470
CP072290.1	4095769
CP188287.1	3898234
CP099855.1	3892710
CP069851.1	3889550
CP196930.1	4085138
CP169787.1	16095
